hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
850.95,3213.23,72.913,72.913,72.9018,72.9018,78.3545,78.348,112.488,106.926,67.0079,151.61,325.477,292.854,292.855,325.236,292.868,292.868,344.745,17.4249,0.0,43.4703,1
850.734,3241.35,73.0099,73.0099,72.9413,72.9412,78.4353,78.2869,112.871,107.896,67.0078,129.19,326.72,292.856,292.853,324.845,292.795,292.795,344.125,3.06997,0.0437345,47.4878,2
850.619,3151.94,73.1861,73.1861,73.0771,73.077,78.7267,78.2448,112.676,108.009,67.0076,123.507,324.744,293.099,293.095,324.644,292.913,292.913,342.072,1.37726,0.09064,50.3147,3
850.589,3265.91,73.3989,73.3989,73.2469,73.2468,78.8575,78.2099,113.769,110.33,67.0075,120.297,323.846,293.422,293.417,323.7,293.061,293.061,338.051,0.136583,0.139803,53.3773,4
850.678,3175.51,73.605,73.605,73.4158,73.4157,78.9454,78.0867,113.487,109.36,67.0073,119.495,323.547,293.815,293.81,323.405,293.207,293.207,332.305,-0.106167,0.181667,55.9788,5
850.969,1828.48,76.1588,76.1587,76.0805,76.08,78.9697,77.9051,112.626,107.998,67.0072,118.706,323.274,294.168,294.163,323.134,293.327,293.327,326.209,-0.370009,0.221532,58.7131,6
851.774,482.232,78.1933,78.1932,78.1508,78.1504,75.9847,74.4652,111.964,108.696,67.007,116.445,322.624,294.44,294.436,322.545,293.42,293.42,321.434,-1.27255,0.262312,62.0544,7
854.369,348.943,79.401,79.4009,79.3584,79.3581,73.5692,72.4222,111.7,108.217,67.0069,111.811,321.199,294.823,294.817,321.111,293.708,293.708,317.323,-3.10744,0.302011,65.3979,8
861.189,335.636,80.166,80.166,80.1311,80.131,71.9337,71.0854,111.06,108.486,67.0068,106.192,319.401,295.518,295.509,319.289,294.469,294.469,313.392,-5.40765,0.339352,68.3868,9
877.094,324.57,80.6977,80.6976,80.6675,80.6674,70.3569,69.7238,110.377,106.924,67.0066,101.115,317.562,296.184,296.175,317.48,295.311,295.311,309.415,-6.72997,0.374092,70.9322,10
910.481,314.316,80.8595,80.8594,80.8412,80.8412,68.9701,68.3833,109.897,105.952,67.0065,96.9412,315.881,296.678,296.672,315.786,295.91,295.91,305.999,-7.65391,0.406659,73.0896,11
953.925,305.121,80.8602,80.8601,80.8559,80.856,67.6564,67.2146,100.601,98.1429,67.0063,94.4395,314.772,297.763,297.773,314.723,297.482,297.482,303.867,-8.17095,0.437701,74.9599,12
997.455,296.554,80.6407,80.6407,80.6355,80.6355,66.2954,66.2443,99.6511,97.9342,67.0435,92.3758,313.854,297.042,297.047,313.758,296.789,296.789,302.313,-8.63522,0.467948,76.6438,13
1027.55,289.312,80.311,80.311,80.3058,80.3058,64.9599,65.2021,95.2813,93.2595,67.1203,91.0692,313.191,296.606,296.614,313.118,296.399,296.399,301.31,-8.86844,0.497431,78.1618,14
1036.24,283.389,79.9674,79.9674,79.9653,79.9654,63.7153,64.4535,92.2398,86.8984,67.1532,90.2068,312.668,296.301,296.32,312.595,296.111,296.111,300.607,-8.94524,0.526487,79.5865,15
1032.8,278.775,79.556,79.5547,79.5564,79.5553,61.9443,62.8734,101.78,82.277,67.1698,89.2487,312.144,295.92,296.003,312.12,295.866,295.866,299.851,-9.09743,0.555021,80.8877,16
1004.14,275.242,79.095,79.0941,79.0968,79.096,60.5468,61.6738,105.582,82.4056,67.1781,88.2841,311.58,295.553,295.671,311.611,295.595,295.595,299.189,-9.25425,0.582272,82.0926,17
990.131,271.982,78.6112,78.6099,78.6102,78.609,59.4701,60.7773,106.489,77.75,67.1852,87.541,311.053,295.209,295.361,311.052,295.179,295.179,298.509,-9.2352,0.609056,83.2086,18
998.233,267.84,78.1107,78.109,78.106,78.1044,58.6841,60.0389,108.305,71.5899,67.1919,86.9874,310.542,294.895,295.091,310.426,294.703,294.703,297.916,-9.12879,0.63641,84.2753,19
