hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
850.986,2162.24,72.9399,72.9399,72.9124,72.9123,78.3536,78.3441,118.881,114.124,67.0079,130.943,326.254,292.785,292.785,325.008,292.794,292.794,344.709,4.63945,0.00933624,44.5987,1
850.665,1823.71,73.1568,73.1563,73.0794,73.0794,78.573,78.3128,119.662,115.538,67.0078,118.757,323.672,292.958,292.95,323.666,292.877,292.878,343.908,-0.732354,0.149198,54.2402,2
850.631,1405.64,76.1682,76.1672,76.1244,76.1237,78.5065,78.0499,119.662,118.458,67.0076,111.702,321.671,293.451,293.44,321.467,293.22,293.221,341.552,-3.6579,0.342551,65.9055,3
850.667,400.067,78.9301,78.9306,78.8932,78.8937,75.0491,74.3502,119.662,119.662,67.0075,106.354,319.882,294.113,294.099,319.582,293.604,293.604,336.875,-5.76762,0.495326,74.8349,4
850.924,334.766,80.9903,80.991,80.9599,80.9608,72.0098,71.0572,119.662,119.542,67.0073,101.606,318.2,295.231,295.206,317.851,294.342,294.342,329.784,-7.0697,0.637069,83.8509,5
851.572,325.161,82.3536,82.3545,82.3232,82.3262,69.3075,67.936,119.662,117.231,67.0072,97.6158,316.696,297.57,297.483,316.335,295.778,295.778,320.002,-8.03908,0.761151,90.2297,6
854.548,313.451,83.0607,83.062,83.0486,83.0516,66.8165,65.2409,108.76,89.2973,67.007,94.7617,315.637,298.202,298.285,315.217,297.935,297.935,307.319,-8.82338,0.866544,94.4639,7
879.538,302.589,83.1892,83.1907,83.1931,83.1959,64.4026,63.1501,103.657,86.2195,67.0069,92.2536,314.228,297.0,297.11,314.283,297.153,297.153,302.597,-9.14775,0.950873,97.312,8
1047.85,292.455,83.041,83.0415,83.047,83.0489,62.0689,61.4445,95.4211,89.0553,67.0068,91.2459,312.934,295.711,295.766,313.386,296.362,296.362,300.691,-8.94121,1.02983,99.6233,9
1151.56,286.55,82.5251,82.5252,82.5248,82.5252,59.9493,59.891,95.8193,89.1291,67.0501,88.7921,312.216,295.023,295.08,312.464,295.342,295.342,299.168,-9.7426,1.09796,101.489,10
1059.38,285.113,81.8317,81.8321,81.8216,81.8249,58.2509,58.4744,99.6604,91.6042,67.1266,90.3099,311.022,293.991,294.051,311.057,293.995,293.995,296.892,-7.2623,1.16409,103.179,11
952.69,279.935,81.3577,81.3589,81.3512,81.3552,55.6328,56.3849,91.7088,79.4893,67.1575,91.6842,310.511,293.772,293.878,310.606,293.879,293.879,296.511,-5.85995,1.23916,104.956,12
957.638,276.266,81.0146,81.0186,81.0054,81.0121,53.3769,54.1242,89.9042,78.7674,67.1717,91.1617,310.37,293.599,293.693,310.389,293.641,293.641,295.906,-6.00233,1.30921,106.59,13
