hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
850.999,2259.77,72.9302,72.9302,72.9042,72.9042,78.3539,78.3453,119.551,114.324,67.0079,135.176,325.899,292.8,292.801,325.073,292.812,292.812,344.715,7.59956,0.00164996,43.8274,1
850.666,1919.9,73.1372,73.1372,73.0609,73.0608,78.5587,78.3063,119.662,114.995,67.0078,119.406,323.838,292.945,292.938,323.835,292.861,292.861,343.966,-0.45773,0.122189,52.3817,2
850.629,1547.71,75.8037,75.8036,75.7578,75.7573,78.7401,78.2998,119.662,117.544,67.0076,112.564,321.909,293.42,293.409,321.748,293.192,293.192,341.716,-3.28006,0.311693,64.1081,3
850.662,460.749,78.0559,78.0558,78.0214,78.021,75.5439,74.8428,119.662,119.2,67.0075,107.393,320.119,294.081,294.068,319.81,293.573,293.573,337.18,-5.23529,0.456026,72.576,4
850.904,337.091,79.4491,79.4491,79.4038,79.4035,73.07,72.1482,119.662,118.742,67.0073,102.462,318.462,295.091,295.07,318.149,294.233,294.233,330.248,-6.81447,0.590609,81.4883,5
851.444,326.66,80.0801,80.0801,80.0408,80.0407,71.5122,70.1104,119.662,117.29,67.0072,98.0443,316.831,296.803,296.758,316.534,295.416,295.416,320.972,-7.90266,0.709058,88.0409,6
854.052,314.97,80.1584,80.1583,80.1437,80.1437,70.3296,68.7062,112.182,97.5844,67.007,94.684,315.554,298.058,298.114,315.17,297.754,297.754,307.859,-8.79161,0.811826,92.4327,7
870.334,303.67,79.8714,79.8714,79.8741,79.8742,68.9472,67.7527,101.101,82.8016,67.0069,91.5152,314.114,296.89,296.992,313.964,296.758,296.758,302.212,-9.48381,0.896457,95.4922,8
1008.39,293.949,79.4903,79.4902,79.5083,79.5084,67.2351,66.7193,103.131,95.5602,67.0068,89.8921,312.653,295.387,295.451,313.032,296.003,296.003,299.898,-9.53098,0.973316,97.8975,9
1153.95,289.354,78.9679,78.9678,78.978,78.9781,65.2765,65.5876,99.6376,94.3294,67.0409,88.1439,311.761,294.46,294.506,312.212,295.092,295.092,298.245,-9.95633,1.04315,99.9188,10
1052.45,284.52,78.3617,78.3606,78.3644,78.3635,61.7855,62.7721,102.148,96.7548,67.1182,86.8924,310.714,293.663,293.708,310.882,293.915,293.915,296.323,-9.53939,1.10826,101.634,11
947.438,279.981,78.0101,78.0093,78.0066,78.0058,59.6107,60.5666,97.6641,88.8155,67.1524,91.3206,310.632,293.785,293.855,310.515,293.8,293.799,296.539,-6.13549,1.18183,103.465,12
931.194,276.937,77.5625,77.5615,77.6416,77.6403,59.1231,60.1172,98.4604,89.2571,67.1691,89.4117,310.329,293.547,293.646,310.551,293.946,293.946,296.661,-7.38881,1.25897,105.284,13
981.45,274.229,76.2524,76.2515,76.3987,76.3969,54.4657,58.2813,104.602,96.1672,67.1782,84.5813,308.05,291.119,291.202,308.548,291.857,291.856,292.344,-8.93616,1.32771,106.863,14
1085.8,272.653,75.2794,75.278,75.2886,75.2875,46.3933,54.3465,119.662,119.662,67.1853,78.7519,309.283,290.276,291.263,307.229,290.894,290.893,293.54,-14.3313,1.38858,108.161,15
1087.67,267.478,74.7739,74.7739,74.7401,74.7423,45.0459,52.1454,36.4333,33.6589,67.1917,81.3022,310.091,293.334,293.37,306.696,290.924,290.924,290.664,-13.0462,1.46019,109.585,16
1053.98,265.739,74.1568,74.1488,73.8894,73.8976,44.3964,50.3243,82.5295,67.7186,67.1982,78.6245,309.53,291.665,292.038,305.731,289.158,289.157,291.913,-14.6848,1.4961,110.279,17
993.11,262.826,73.6309,73.6218,73.1606,73.1716,44.3223,48.8297,19.7287,12.1575,67.2049,81.0273,307.287,292.361,292.416,311.212,292.621,292.621,292.428,-14.3888,1.53042,110.818,18
985.624,260.804,73.2863,73.2791,72.803,72.813,44.0497,46.9905,29.8821,0.0,67.2116,77.9773,306.783,291.475,291.704,309.103,290.125,290.52,290.971,-14.8047,1.559,111.25,19
1017.75,259.373,73.0894,73.0912,71.4336,71.4339,44.272,45.0062,42.0204,6.13323,67.2185,75.9187,307.446,291.382,291.652,304.507,289.072,289.075,291.06,-14.9258,1.58808,111.666,20
1041.28,256.925,72.9948,72.9878,71.3647,71.3647,44.1608,40.7627,53.0323,15.9089,67.2254,75.5303,305.552,290.768,291.123,306.332,291.361,291.385,289.43,-14.1536,1.62107,112.177,21
1091.37,254.985,72.8515,72.8464,71.104,71.1041,44.4949,41.2812,59.3971,24.9565,67.2332,73.9722,306.091,290.261,290.514,303.162,288.298,288.303,289.008,-15.3092,1.66289,112.88,22
