hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
851.014,1933.29,73.017,73.017,72.9347,72.9347,78.3636,78.3388,119.662,114.15,67.0079,129.477,326.246,292.747,292.747,324.908,292.754,292.754,344.684,3.72599,0.00798531,44.1198,1
850.7,1488.47,73.9251,73.9251,73.7502,73.7492,78.8648,78.2699,119.662,107.239,67.0078,115.416,322.622,293.526,293.352,322.803,292.857,292.857,343.896,-2.16624,0.209655,57.3215,2
850.652,1024.47,76.8855,76.8854,76.797,76.7966,77.8937,76.5988,119.662,111.528,67.0076,106.874,320.001,294.777,294.574,320.054,293.223,293.223,341.526,-5.5544,0.482263,72.2288,3
850.727,340.96,78.3715,78.3714,78.3315,78.3312,75.1861,73.0411,119.662,113.997,67.0075,100.085,317.783,296.131,295.937,317.647,293.713,293.713,336.727,-7.58172,0.692319,83.9277,4
851.078,320.209,78.7304,78.7304,78.7234,78.7233,72.6842,70.5294,119.662,92.2852,67.0073,94.6111,315.518,297.462,297.848,315.608,294.724,294.724,329.264,-8.89357,0.875408,93.2825,5
852.084,310.545,78.6234,78.6233,78.661,78.661,70.3084,68.9611,119.525,68.4821,67.0072,91.3372,314.377,296.584,296.824,314.195,296.549,296.549,317.704,-9.86935,1.02282,99.1041,6
857.393,303.285,78.3881,78.388,78.4371,78.4372,67.6483,67.9095,112.349,78.2486,67.007,90.9512,315.201,295.605,295.881,313.466,296.186,296.186,303.782,-10.9596,1.13501,102.741,7
854.053,301.046,77.9033,77.9033,77.9541,77.9542,65.355,67.4785,108.309,0.0,67.0069,87.7469,313.579,292.389,293.386,312.825,295.506,295.506,300.247,-11.6112,1.21566,104.956,8
854.347,296.09,77.2925,77.2925,77.3243,77.3244,62.0748,66.3391,119.662,0.0,67.0068,84.6179,311.876,292.055,293.055,311.147,293.75,293.75,297.306,-12.2361,1.29121,106.661,9
855.846,291.979,76.444,76.4435,76.4748,76.4749,57.9885,62.9245,113.797,0.0,67.0382,81.144,310.791,290.157,291.27,309.854,292.465,292.464,294.696,-13.8732,1.384,108.706,10
861.256,287.237,75.5944,75.5921,75.6284,75.6279,53.967,59.3518,119.662,101.924,67.1152,80.357,311.057,291.137,292.47,308.284,291.161,291.161,292.853,-14.7779,1.46352,110.425,11
880.549,283.117,75.2487,75.2432,75.1777,75.1765,51.9078,57.1528,119.662,0.0,67.1503,79.4321,309.142,284.94,287.919,308.078,291.29,291.29,293.556,-13.6234,1.54783,112.115,12
871.802,279.228,74.9638,74.9567,74.9733,74.9705,51.6357,56.9015,24.8376,6.56809,67.1679,82.8606,312.386,294.049,294.251,308.826,292.306,292.306,295.803,-14.1041,1.63657,113.825,13
865.605,276.085,74.4952,74.49,74.6446,74.6397,50.9079,57.0859,44.4912,0.0,67.1776,78.702,308.49,291.669,292.344,307.897,291.522,291.522,292.767,-13.5799,1.66754,114.442,14
909.375,272.519,74.2058,74.2031,74.2711,74.2674,48.9231,55.6248,0.0,119.662,67.1848,76.7423,307.555,290.459,291.173,306.543,290.278,290.277,290.564,-14.3155,1.69854,114.832,15
969.805,269.562,74.0787,74.0775,73.9815,73.9909,48.4121,54.0717,0.0,119.662,67.1919,75.1319,306.765,288.74,287.163,306.093,290.133,290.133,290.494,-14.9406,1.75472,115.73,16
956.542,266.894,73.7782,73.7769,73.6583,73.6681,47.8198,52.3779,53.5715,0.0,67.1986,73.9933,305.838,289.428,289.829,305.843,289.648,289.648,288.074,-15.0425,1.8087,116.627,17
996.085,264.59,73.0097,73.0185,73.121,73.1208,43.8843,49.5975,119.662,0.0,67.2059,67.0647,301.3,280.509,285.107,304.186,287.157,287.156,281.749,-20.0638,1.83988,117.061,18
1033.92,261.517,72.674,72.6764,72.652,72.6566,41.2256,46.6255,44.1089,43.4156,67.2133,69.7331,303.313,288.894,288.927,302.508,286.891,286.891,283.14,-16.5244,1.92366,118.146,19
977.355,259.239,72.3518,72.3534,72.33,72.3349,40.4565,44.1362,26.8841,6.75058,67.2205,69.8312,304.194,286.426,287.847,303.229,286.619,286.619,285.114,-17.309,1.96557,118.891,20
927.493,257.025,71.9777,71.9761,72.0152,72.0117,40.0433,42.3288,56.3272,0.0,67.2275,67.8282,303.2,286.627,287.387,302.353,286.781,286.781,282.728,-18.3023,1.98792,119.053,21
937.357,254.827,71.5767,71.5752,71.6123,71.6089,39.6919,41.0772,58.3331,0.268064,67.2344,66.3639,302.93,285.853,286.681,302.515,286.167,286.167,281.417,-19.5289,2.01174,119.043,22
946.412,252.735,71.1286,71.1263,71.1438,71.1408,39.3882,39.9982,51.6589,0.0,67.2406,64.8411,301.761,285.017,285.982,301.899,285.386,285.387,279.876,-20.0957,2.03536,119.124,23
962.079,250.702,70.6152,70.6129,70.64,70.6367,39.086,39.1319,45.9092,0.0,67.2485,63.4175,300.674,284.156,285.091,301.272,284.604,284.604,278.436,-21.0012,2.0548,119.169,24
979.554,248.754,70.0355,70.034,70.115,70.1103,38.7303,38.5502,41.8158,0.00242303,67.2565,62.0037,299.728,283.273,284.315,300.734,283.812,283.812,276.989,-22.0223,2.07019,119.156,25
998.347,246.883,69.4122,69.4123,69.5897,69.5828,38.4023,38.285,41.4729,0.0847717,67.2645,60.5884,298.842,282.373,283.397,300.499,283.032,283.033,275.542,-23.3873,2.08333,119.112,26
1016.9,245.088,68.7736,68.7752,69.0689,69.0601,38.2191,38.2707,41.377,0.0807756,67.2727,59.2877,298.048,281.529,282.599,300.096,282.231,282.232,274.185,-24.4902,2.09642,119.077,27
1035.39,243.363,68.128,68.131,68.561,68.5503,38.174,38.4179,40.2401,0.0760647,67.2806,58.0486,297.334,280.707,281.832,299.669,281.434,281.436,272.874,-25.5289,2.10979,119.059,28
1053.42,241.698,67.4772,67.4817,68.0568,68.0447,38.2158,38.6156,38.9691,0.06679,67.2887,56.8126,296.621,279.867,281.042,299.18,280.614,280.615,271.542,-26.534,2.12271,119.048,29
1070.36,240.085,66.8367,66.8424,67.558,67.5447,38.3159,38.8117,37.5873,0.0548447,67.2969,55.5611,295.895,278.998,280.249,298.64,279.759,279.761,270.166,-27.5394,2.13495,119.038,30
1085.83,238.52,66.1986,66.2052,67.0552,67.041,38.524,38.9992,35.7733,0.042092,67.3054,54.2855,295.136,278.095,279.424,298.088,278.868,278.871,268.732,-28.5979,2.14631,119.014,31
1100.18,236.999,65.5939,65.6004,66.5868,66.5726,38.7217,39.182,33.6962,0.0323094,67.3139,52.9596,294.328,277.138,278.538,297.522,277.924,277.928,267.211,-29.7434,2.15665,118.98,32
1114.95,235.525,64.9481,64.9482,66.1385,66.1308,38.8705,39.3648,31.5638,0.0128848,67.3225,51.5773,293.466,276.12,277.638,296.932,276.921,276.926,265.59,-30.9787,2.16627,118.943,33
1131.3,234.102,64.2829,64.2829,65.7174,65.7097,38.9115,39.6031,29.4208,0.00742411,67.331,50.1314,292.559,275.034,276.64,296.319,275.852,275.858,263.88,-32.323,2.17527,118.903,34
1149.88,232.725,63.57,63.5701,65.2742,65.2666,38.9637,39.8171,27.3516,0.00408509,67.3394,48.6293,291.614,273.882,275.6,295.66,274.716,274.724,262.042,-33.7476,2.18361,118.859,35
1170.95,231.39,62.8247,62.8248,64.822,64.8144,38.9567,39.9852,25.4114,0.00238987,67.3475,47.0671,290.664,272.657,274.446,294.977,273.509,273.519,260.082,-35.2894,2.1913,118.812,36
1194.53,230.099,62.0658,62.0659,64.3708,64.3634,39.0084,40.1586,23.5759,0.0,67.357,45.4473,289.708,271.358,273.194,294.275,272.228,272.24,257.998,-36.9567,2.19834,118.762,37
1220.45,228.847,61.3005,61.3006,63.9247,63.9174,39.1206,40.3558,21.7658,0.0,67.3663,43.7548,288.716,269.97,271.881,293.58,270.859,270.874,255.761,-38.8066,2.20473,118.707,38
