hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
851.003,1748.67,72.9795,72.9795,72.9236,72.9236,78.3579,78.3401,119.662,114.702,67.0079,129.035,326.217,292.746,292.747,324.908,292.755,292.755,344.687,3.47551,0.00853633,44.1339,1
850.704,1305.19,73.2721,73.272,73.1424,73.1423,78.7327,78.3056,119.662,114.108,67.0078,116.274,322.951,293.235,293.173,323.097,292.884,292.884,343.905,-1.86381,0.16742,54.3409,2
850.661,504.183,76.1659,76.1658,76.0992,76.0987,78.6242,77.8814,119.662,117.53,67.0076,106.905,320.213,294.136,294.03,320.188,293.271,293.271,341.555,-5.69058,0.428877,68.0537,3
850.71,341.961,77.9829,77.9828,77.9441,77.9437,75.4132,73.8987,119.662,119.519,67.0075,99.4587,317.742,295.349,295.214,317.642,293.751,293.751,336.754,-7.92857,0.708965,82.9019,4
851.037,318.124,78.6131,78.6131,78.5864,78.5863,72.7441,70.8896,119.662,108.632,67.0073,94.2359,315.763,297.81,297.17,315.631,294.734,294.734,329.275,-9.29698,0.925952,93.9365,5
852.342,307.94,78.657,78.6569,78.6365,78.6366,70.6297,68.8666,109.118,77.9306,67.0072,91.4606,314.61,296.983,297.14,314.166,296.51,296.51,317.701,-10.0173,1.08898,100.545,6
866.216,301.971,78.4036,78.4035,78.4131,78.4132,68.8557,67.403,110.474,91.7036,67.007,89.8844,313.366,295.439,295.631,313.341,295.987,295.988,302.908,-9.87006,1.18887,104.064,7
993.562,295.971,77.7021,77.7021,77.7343,77.7344,66.8765,66.238,84.1981,69.2126,67.0069,86.8097,311.521,294.102,294.244,311.837,294.366,294.366,297.388,-10.5552,1.26584,106.039,8
1366.72,292.099,76.6255,76.6255,76.7072,76.7074,62.2842,63.6978,119.662,81.6471,67.0068,82.8361,308.958,289.782,290.156,310.024,292.573,292.573,292.961,-11.7612,1.32694,107.453,9
1078.91,290.88,75.675,75.6744,75.7817,75.7813,56.3872,59.9619,47.1766,0.0,67.0387,85.0607,309.423,291.967,292.055,309.498,292.36,292.359,294.707,-9.52192,1.40626,109.107,10
1039.2,285.375,75.1294,75.1266,75.1055,75.1047,52.4773,57.243,119.662,21.7556,67.1155,78.4744,312.064,291.368,291.931,307.916,290.657,290.656,291.806,-17.345,1.45234,110.121,11
968.708,281.325,74.5722,74.5652,74.5626,74.5604,52.4895,55.7474,18.5481,13.8107,67.1504,80.7803,309.068,292.367,292.43,307.864,291.006,291.005,292.766,-12.4444,1.55068,112.012,12
953.144,278.941,73.7424,73.7348,73.7565,73.7531,50.4062,54.3264,46.2082,0.0,67.168,75.6134,308.644,289.491,289.984,306.959,290.032,290.031,289.854,-16.3926,1.59032,112.867,13
995.856,275.304,72.6784,72.6788,72.9881,72.9812,47.549,52.2678,17.9177,73.5251,67.1776,73.2293,304.564,286.52,286.736,306.195,288.87,288.869,286.274,-16.0925,1.63489,113.567,14
1054.28,271.226,72.3758,72.3845,72.6266,72.623,43.2889,50.1971,79.7007,63.0327,67.1844,74.5735,307.397,289.991,290.105,305.442,288.992,288.992,287.319,-16.072,1.69431,114.567,15
1034.15,268.587,72.5038,72.5117,72.5827,72.5826,44.0124,50.3866,28.8722,7.53556,67.1913,76.95,308.097,291.731,291.98,305.99,290.175,290.175,290.969,-14.6779,1.76862,115.931,16
993.373,266.033,72.4028,72.4034,72.3417,72.348,44.1617,50.6684,26.5363,0.0,67.1983,72.9918,306.578,289.732,290.083,304.968,289.082,289.082,288.243,-16.694,1.80622,116.532,17
968.877,263.415,72.1042,72.1016,71.9391,71.9497,43.0919,49.2762,38.8048,0.0,67.2055,70.0185,304.283,287.88,288.389,304.151,287.849,287.849,284.929,-17.2158,1.83822,116.959,18
971.576,260.911,71.7126,71.7094,71.5073,71.5165,41.5264,47.0014,49.4152,0.24734,67.213,68.0106,303.613,286.891,287.614,303.3,286.889,286.889,282.91,-18.5316,1.87154,117.392,19
989.494,258.543,71.2248,71.2191,71.1054,71.106,39.8952,44.5832,51.5679,0.0,67.2212,66.3978,302.98,286.005,286.61,302.428,286.04,286.04,281.348,-19.5445,1.908,117.872,20
1005.61,256.271,70.6677,70.6658,70.6932,70.6903,38.2856,42.2062,50.3576,1.83246,67.229,65.0141,302.192,285.223,285.816,301.838,285.341,285.341,279.991,-20.2054,1.94299,118.322,21
1023.72,254.1,70.0554,70.0555,70.1807,70.1752,36.9556,39.6276,47.6512,4.16023,67.2363,63.7788,301.224,284.426,284.963,301.459,284.718,284.718,278.716,-20.7956,1.97355,118.623,22
1037.34,252.024,69.4261,69.4279,69.6556,69.6481,37.1591,38.3325,45.1861,3.91191,67.244,62.676,300.285,283.718,284.251,301.345,284.159,284.159,277.614,-21.8872,1.99416,118.564,23
1047.5,250.029,68.784,68.787,69.1243,69.1151,37.432,37.7954,43.731,3.70942,67.2517,61.4816,299.44,282.955,283.488,301.278,283.497,283.498,276.415,-23.1523,2.01037,118.52,24
1055.77,248.123,68.1387,68.1427,68.5928,68.5822,37.6416,37.6384,43.0687,3.47349,67.2596,60.267,298.649,282.159,282.701,300.861,282.753,282.754,275.162,-24.1177,2.02502,118.476,25
1066.74,246.296,67.481,67.486,68.0736,68.0615,37.7681,37.7359,42.6298,3.50624,67.2675,59.0806,297.865,281.364,281.918,300.25,281.999,282.0,273.917,-24.8863,2.03879,118.433,26
1081.66,244.536,66.8156,66.8216,67.5711,67.5575,37.8441,37.9802,41.7686,3.59091,67.2755,57.9088,297.04,280.563,281.123,299.637,281.233,281.234,272.667,-25.664,2.05203,118.396,27
1097.02,242.837,66.1494,66.1567,67.0794,67.0645,37.9131,38.28,40.4334,3.58954,67.2838,56.6971,296.203,279.74,280.306,299.079,280.443,280.445,271.358,-26.574,2.06462,118.362,28
