Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,101.936,102.917,1408.65,44.6123,309.056,851.016,381.0,100.015,1875.29,73.0109,73.0109,72.9329,72.9328,0,0,565.222,565.223,562.938,562.938,1136.64,1141.23,78.3626,78.339,54.1525,54.1024,0.0,0.0,119.662,113.396,112.821,113.05,52.6922,67.0079,129.365,129.365,156.803,0.0214838,308.923,326.246,292.746,308.984,292.746,324.907,292.754,292.754,333.676,293.058,293.058,344.685,344.782,40.3762,308.996,3.6555,3.6555,5.49578,4.42009,1.2618,0.139787,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.65,53.7876,27.6959,0.00817466,44.1262,0.263007,1408.65,0.00164564
1.000,100.776,102.704,1410.69,35.7789,307.273,850.703,357.568,100.142,1449.17,73.914,73.914,73.7441,73.7437,0,0,604.619,604.636,548.915,548.87,1126.04,1145.95,78.8488,78.276,55.1204,53.9641,0.0,0.0,119.662,107.69,116.239,116.201,49.6909,67.0078,115.373,115.373,155.01,0.0,308.124,322.637,293.489,308.177,293.327,322.808,292.861,292.861,319.906,293.042,293.042,343.896,344.782,40.3762,308.177,-2.20093,-2.20093,6.02832,4.03257,1.2618,0.13433,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1410.69,53.7876,42.1107,0.212182,57.4172,0.263081,1410.69,0.00164564
2.000,99.3935,100.562,206.977,23.0678,300.665,850.653,201.359,16.1511,1003.99,76.8687,76.8686,76.7822,76.7818,0,0,207.724,207.821,85.0414,84.4423,1106.7,1126.15,77.8624,76.6129,53.0558,50.312,0.0,0.0,119.662,112.234,118.554,118.528,41.0978,67.0076,106.662,106.662,150.08,0.0,307.39,319.977,294.729,307.331,294.532,320.027,293.234,293.234,317.006,292.992,292.992,341.525,344.782,40.3762,307.39,-5.68373,-5.68373,6.47706,3.7149,1.2618,0.129408,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,206.977,53.7876,100.0,0.488037,72.4262,0.264171,206.977,0.307488
3.000,84.8273,85.5923,65.1715,8.32836,300.466,850.726,45.1485,4.98177,333.524,78.3411,78.3411,78.3021,78.3018,0,0,238.589,238.659,162.816,162.318,1039.98,1064.72,75.1399,73.0407,47.0774,42.4676,0.0,0.0,119.662,114.932,118.953,118.926,25.4573,67.0075,99.8705,99.8705,140.853,0.0,306.932,317.714,296.085,306.785,295.896,317.62,293.733,293.733,317.013,292.883,292.883,336.72,344.782,40.3762,306.932,-7.6457,-7.6457,6.52288,3.60744,1.2618,0.129223,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,65.1715,53.7876,100.0,0.70185,84.2743,0.266976,65.1715,24.4763
4.000,75.2138,75.6181,25.8954,8.00591,300.346,851.076,0.0,2.02388,320.047,78.6989,78.6989,78.6894,78.6894,0,0,218.68,218.714,203.029,202.793,844.719,862.25,72.6285,70.5279,41.5625,36.9498,0.0,0.0,119.662,104.49,118.495,118.462,5.16918,67.0073,94.2755,94.2755,127.569,0.0,306.61,315.474,297.436,306.822,297.79,315.545,294.769,294.769,316.377,292.715,292.714,329.246,344.782,40.3762,306.822,-9.05304,-9.05304,7.92254,3.48165,1.2618,0.126754,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,25.8954,53.7876,100.0,0.886994,93.6453,0.2709,25.8954,121.616
5.000,69.3936,69.0929,4.56941,7.77183,300.253,852.168,0.0,0.451916,310.253,78.5757,78.5756,78.608,78.6081,0,0,202.403,202.462,200.305,200.315,714.855,725.588,70.2687,68.922,36.3805,33.4233,0.0,0.0,119.24,71.6819,102.837,102.777,0.0,67.0072,91.1311,91.1311,119.522,0.0,305.679,314.356,296.613,305.634,296.85,314.109,296.472,296.472,315.208,292.462,292.462,317.626,344.782,40.3762,305.679,-9.99023,-9.99023,9.32243,3.33661,1.2618,0.126422,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,4.56941,53.7876,100.0,1.03487,99.4379,0.275251,4.56941,136.152
6.000,60.7612,60.0625,-14.3528,7.60325,300.174,858.067,0.0,0.0,303.224,78.2974,78.2973,78.3416,78.3417,0,0,163.418,163.473,202.506,202.581,594.496,597.958,67.6166,67.8422,30.5567,31.0521,0.0,0.0,114.975,84.624,84.8606,84.8028,0.0,67.007,90.5624,90.5624,119.522,0.0,304.903,314.855,295.285,304.463,295.617,313.329,296.032,296.032,302.998,292.172,292.171,303.461,344.782,40.3762,305.336,-10.8846,-10.8846,10.4785,3.09303,1.2618,0.125086,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.14548,103.02,0.279275,0.0,137.926
7.000,51.5751,50.5694,-17.9339,7.53807,300.106,854.122,0.0,0.0,300.739,77.8002,77.8001,77.8437,77.8438,0,0,139.112,139.162,201.053,201.137,466.711,459.482,65.3501,67.3561,25.5796,29.9846,0.0,0.0,110.456,0.0,98.7049,98.6779,0.0,67.0069,87.5658,87.5658,119.522,0.0,302.852,313.458,292.383,302.905,293.383,312.618,295.287,295.287,300.004,292.105,292.107,300.051,344.782,40.3763,304.543,-11.6215,-11.6215,11.4286,1.68753,1.2618,0.121126,0.0,0.0,1.73896,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.22423,105.158,0.282757,0.0,139.349
8.000,39.0468,37.8867,-19.0938,7.42724,300.054,854.581,0.0,0.0,296.218,77.1917,77.1916,77.2216,77.2217,0,0,118.643,118.68,160.671,160.769,331.404,325.741,61.9574,65.9805,20.2003,28.0504,0.0,0.0,119.662,0.0,104.788,104.86,0.0,67.0068,84.5792,84.5792,119.522,0.0,302.03,311.74,292.088,302.128,293.067,310.976,293.562,293.562,297.216,292.052,292.054,297.228,344.782,40.3763,302.773,-12.1301,-12.1301,12.2241,1.55168,1.2618,0.128681,0.0,0.0275895,3.06586,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.30131,106.896,0.285897,0.0,139.654
9.000,14.2851,12.7092,-19.3784,7.31863,300.003,856.045,0.0,0.0,292.085,76.4845,76.4841,76.5025,76.5026,0,0,96.5639,96.685,131.409,131.515,186.548,176.435,58.0323,62.7138,15.71,25.1646,0.0,0.0,110.749,0.0,94.3159,94.3918,0.0,67.0381,80.9323,80.9323,119.522,0.0,300.657,310.785,290.126,300.721,291.222,309.796,292.39,292.389,294.54,292.005,292.006,294.573,344.782,40.3769,301.702,-14.0387,-14.0387,12.618,1.43017,1.2618,0.122075,0.0,15.5225,25.4989,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.39083,108.857,0.289335,0.0,139.087
