Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT501_VALUE_BAR,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.004,102.875,1408.68,42.5454,309.056,851.016,381.0,100.015,1794.55,72.9972,72.9972,72.9292,72.9292,0,0,564.799,564.799,563.084,563.085,1136.74,1141.18,78.3604,78.3604,78.3395,54.1481,54.1035,0.0,0.0,119.662,113.937,113.393,113.629,52.6954,67.0079,128.937,128.937,156.804,0.0211734,308.927,326.24,292.745,308.986,292.746,324.905,292.753,292.753,333.634,293.058,293.058,344.686,344.782,40.3762,308.997,3.38966,3.38966,5.49536,4.41942,1.2618,0.139832,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.68,53.7876,27.6961,0.00848504,44.1356,0.263007,1408.68,0.00164564
1.000,100.863,102.637,1410.58,32.7157,307.271,850.71,357.568,100.135,1319.25,73.8846,73.8846,73.7295,73.729,0,0,601.033,601.049,551.48,551.439,1127.16,1145.23,78.8016,78.8016,78.2898,55.0264,53.9943,0.0,0.0,119.662,111.486,117.078,117.041,49.6968,67.0078,115.349,115.349,155.007,0.0,308.105,322.671,293.406,308.165,293.276,322.872,292.874,292.874,319.972,293.042,293.042,343.898,344.782,40.3762,308.165,-2.2818,-2.2818,6.02992,4.03162,1.2618,0.134195,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1410.58,53.7876,42.4464,0.218135,57.6613,0.263085,1410.58,0.00164564
2.000,99.4291,100.55,206.266,10.5996,300.665,850.656,201.359,16.1152,439.043,76.834,76.8339,76.7518,76.7514,0,0,203.514,203.611,88.8741,88.2777,1107.5,1125.81,77.7986,77.7986,76.6594,52.9157,50.414,0.0,0.0,119.662,114.251,119.62,119.597,41.0993,67.0076,106.25,106.25,150.064,0.0,307.314,319.935,294.597,307.257,294.419,319.951,293.262,293.262,316.906,292.992,292.992,341.526,344.782,40.3762,307.314,-5.91373,-5.91373,6.48374,3.70964,1.2618,0.129159,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,206.266,53.7876,100.0,0.504878,73.0499,0.264245,206.266,0.298937
3.000,87.1895,87.9034,65.1546,8.2691,300.466,850.726,45.1485,4.98064,331.03,78.272,78.272,78.2357,78.2354,0,0,233.056,233.125,163.265,162.771,1041.0,1058.81,75.0343,75.0343,73.0795,46.8456,42.5528,0.0,0.0,119.662,117.354,119.662,119.662,25.4178,67.0075,99.2136,99.2136,140.802,0.0,306.817,317.533,295.962,306.675,295.787,317.488,293.78,293.78,316.821,292.883,292.883,336.707,344.782,40.3762,306.817,-7.87255,-7.87255,6.53692,3.59759,1.2618,0.128852,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,65.1546,53.7876,100.0,0.728802,85.269,0.267242,65.1546,24.4016
4.000,77.7078,78.1828,25.9105,7.95691,300.346,851.08,0.0,2.0224,318.048,78.6418,78.6418,78.6267,78.6266,0,0,224.672,224.709,195.132,194.898,841.286,855.904,72.5566,72.5566,70.5059,41.4047,36.9014,0.0,0.0,119.662,91.7382,119.375,119.33,5.06763,67.0073,93.938,93.938,127.466,0.0,306.791,315.693,297.652,306.622,297.76,315.424,294.882,294.882,316.305,292.714,292.714,329.204,344.782,40.3762,306.791,-9.42488,-9.42488,7.93556,3.47354,1.2618,0.126695,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,25.9105,53.7876,100.0,0.918582,94.6417,0.271426,25.9105,121.546
5.000,71.883,71.8783,4.35049,7.74531,300.253,852.484,0.0,0.438081,309.18,78.5752,78.5752,78.5907,78.5907,0,0,209.904,209.964,196.742,196.747,708.658,715.937,70.2982,70.2982,68.8325,36.4452,33.2266,0.0,0.0,109.545,72.4554,102.733,102.687,0.0,67.0072,91.3212,91.3212,119.522,0.0,305.92,314.539,296.897,305.755,297.092,314.143,296.555,296.556,314.94,292.452,292.452,317.171,344.782,40.3762,305.92,-10.042,-10.042,9.33304,3.33456,1.2618,0.126085,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,4.35049,53.7876,100.0,1.07023,100.402,0.276053,4.35049,135.903
6.000,64.5744,63.0634,-13.7383,7.56873,300.176,866.461,0.0,0.0,302.506,78.128,78.1279,78.2207,78.2208,0,0,152.63,152.682,193.769,193.865,593.798,589.193,67.9724,67.9724,67.6451,31.338,30.6193,0.0,0.0,119.662,100.119,80.8389,80.7802,0.0,67.007,88.5892,88.5892,119.522,0.0,303.429,312.616,293.906,303.816,294.207,313.101,295.659,295.659,300.886,292.143,292.143,301.996,344.782,40.3762,304.51,-10.5251,-10.5251,10.4927,3.078,1.2618,0.125133,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.1741,103.792,0.280192,0.0,137.667
7.000,56.8326,55.5242,-18.0369,7.44926,300.107,900.899,0.0,0.0,298.366,77.1418,77.1417,77.1891,77.1891,0,0,9.72105,9.74054,268.292,268.545,485.949,452.899,62.7584,62.7584,67.0625,22.7333,29.3398,0.0,0.0,119.662,0.0,96.6848,96.7077,0.0,67.0069,85.8881,85.8881,119.522,0.0,301.094,311.902,292.636,302.778,294.079,311.827,294.272,294.272,297.441,292.06,292.062,297.364,344.782,40.3763,303.411,-11.3037,-11.3037,11.4123,1.74584,1.2618,0.123851,0.0,0.0,1.73898,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.26526,106.092,0.283829,0.0,140.582
8.000,44.2602,41.6032,-19.0791,7.38188,300.053,875.815,0.0,0.0,294.052,76.7728,76.7728,76.8617,76.8617,0,0,130.578,130.611,179.253,179.285,330.413,329.248,60.3858,60.3858,65.4599,18.8289,29.2119,0.0,0.0,60.2406,71.1892,105.258,105.218,0.0,67.0068,89.8041,89.8041,119.522,0.0,303.581,315.767,296.541,303.454,296.587,311.58,294.244,294.244,301.006,292.143,292.141,300.719,344.782,40.3763,303.581,-12.3271,-12.3271,12.1535,1.59456,1.2618,0.124802,0.0,0.0283422,3.24426,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.35249,108.107,0.287264,0.0,141.038
9.000,16.5318,16.6473,-19.1736,7.2453,300.002,997.981,0.0,0.0,289.03,76.2539,76.2531,76.2207,76.2208,0,0,118.054,118.192,163.913,163.971,182.25,178.46,58.8754,58.8754,64.5265,17.3535,28.975,0.0,0.0,119.662,60.0694,107.21,107.334,0.0,67.0396,86.3142,86.3142,119.522,0.0,304.293,313.632,295.269,303.285,295.799,310.581,293.123,293.122,298.742,292.117,292.11,298.737,344.782,40.3769,304.293,-12.7158,-12.7158,12.618,1.44334,1.2618,0.124239,0.0,9.04193,20.8115,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.39998,109.158,0.289865,0.0,141.409
