Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.09,102.831,1408.66,42.207,309.056,851.003,381.0,100.015,1748.67,72.9795,72.9795,72.9236,72.9236,0,0,564.319,564.319,563.251,563.251,1136.84,1141.12,78.3579,78.3401,54.1431,54.1048,0.0,0.0,119.662,114.702,113.842,114.08,52.7018,67.0079,129.035,129.035,156.807,0.0211221,308.932,326.217,292.746,308.99,292.747,324.908,292.755,292.755,333.7,293.058,293.058,344.687,344.782,40.3762,309.0,3.47551,3.47551,5.48789,4.42121,1.2618,0.140393,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.66,53.7876,27.6962,0.00853633,44.1339,0.263007,1408.66,0.00164564
1.000,101.509,103.002,1410.38,31.9767,309.056,850.704,381.0,100.122,1305.19,73.2721,73.272,73.1424,73.1423,0,0,595.487,595.501,555.437,555.4,1129.01,1144.07,78.7327,78.3056,54.8892,54.0292,0.0,0.0,119.662,114.108,117.029,116.979,49.7228,67.0078,116.274,116.274,155.072,0.0,308.149,322.951,293.235,308.171,293.173,323.097,292.884,292.884,320.587,293.042,293.042,343.905,344.782,40.3762,308.171,-1.86381,-1.86381,6.01073,4.04405,1.2618,0.134923,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1410.38,53.7876,41.8542,0.16742,54.3409,0.263077,1410.38,0.00164564
2.000,99.3604,100.304,248.833,11.9818,300.889,850.661,248.221,17.6398,504.183,76.1659,76.1658,76.0992,76.0987,0,0,286.602,286.807,159.872,159.229,1116.74,1137.41,78.6242,77.8814,54.6733,53.0974,0.0,0.0,119.662,117.53,119.662,119.662,41.2006,67.0076,106.905,106.905,150.196,0.0,307.258,320.213,294.136,307.226,294.03,320.188,293.271,293.271,317.436,292.992,292.992,341.555,344.782,40.3762,307.258,-5.69058,-5.69058,6.46412,3.72153,1.2618,0.129433,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,248.833,53.7876,100.0,0.428877,68.0537,0.263561,248.833,0.307567
3.000,87.8776,88.6077,82.3726,8.40975,300.513,850.71,92.0115,6.52401,341.961,77.9829,77.9828,77.9441,77.9437,0,0,204.885,204.965,127.982,127.431,1036.38,1052.68,75.4132,73.8987,47.6775,44.3517,0.0,0.0,119.662,119.519,119.662,119.662,25.5597,67.0075,99.4587,99.4587,140.907,0.0,306.597,317.742,295.349,306.478,295.214,317.642,293.751,293.751,317.086,292.884,292.884,336.754,344.782,40.3762,306.597,-7.92857,-7.92857,6.51983,3.6056,1.2618,0.12915,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,82.3726,53.7876,100.0,0.708965,82.9019,0.265598,82.3726,24.4576
4.000,78.5788,79.2096,34.2678,7.95972,300.383,851.037,0.0,2.67291,318.124,78.6131,78.6131,78.5864,78.5863,0,0,211.939,211.988,170.008,169.686,831.329,848.292,72.7441,70.8896,41.8164,37.7439,0.0,0.0,119.662,108.632,119.662,119.662,5.23906,67.0073,94.2359,94.2359,127.579,0.0,306.863,315.763,297.81,306.384,297.17,315.631,294.734,294.734,316.512,292.715,292.715,329.275,344.782,40.3762,306.863,-9.29698,-9.29698,7.92008,3.47989,1.2618,0.126754,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,34.2678,53.7876,100.0,0.925952,93.9365,0.269179,34.2678,121.591
5.000,72.5631,73.1276,9.54882,7.71116,300.284,852.342,0.0,0.808285,307.94,78.657,78.6569,78.6365,78.6366,0,0,218.665,218.721,188.901,188.881,701.338,711.069,70.6297,68.8666,37.1731,33.3015,0.0,0.0,109.118,77.9306,103.468,103.408,0.0,67.0072,91.4606,91.4606,119.522,0.0,305.907,314.61,296.983,305.756,297.14,314.166,296.51,296.51,315.301,292.463,292.463,317.701,344.782,40.3762,305.907,-10.0173,-10.0173,9.31612,3.33657,1.2618,0.126559,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,9.54882,53.7876,100.0,1.08898,100.545,0.27346,9.54882,136.165
6.000,64.207,64.2717,-9.36776,7.54892,300.201,866.216,0.0,0.0,301.971,78.4036,78.4035,78.4131,78.4132,0,0,187.792,187.85,175.556,175.6,574.366,580.89,68.8557,67.403,33.2775,30.0875,0.0,0.0,110.474,91.7036,80.0696,80.0157,0.0,67.007,89.8844,89.8844,119.522,0.0,304.581,313.366,295.439,304.63,295.631,313.341,295.987,295.988,302.077,292.161,292.161,302.908,344.782,40.3762,304.822,-9.87006,-9.87006,10.4807,3.08526,1.2618,0.12469,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.18887,104.064,0.277319,0.0,137.423
7.000,55.3324,54.8418,-17.1836,7.42154,300.132,993.562,0.0,0.0,295.971,77.7021,77.7021,77.7343,77.7344,0,0,152.023,152.071,165.188,165.31,443.983,445.909,66.8765,66.238,28.9315,27.5294,0.0,0.0,84.1981,69.2126,94.7918,94.7958,0.0,67.0069,86.8097,86.8097,119.522,0.0,302.968,311.521,294.102,303.213,294.244,311.837,294.366,294.366,297.352,292.054,292.063,297.388,344.782,40.3762,303.311,-10.5552,-10.5552,11.4306,1.74831,1.2618,0.120641,0.0,0.0,1.73857,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.26584,106.039,0.280384,0.0,138.913
8.000,44.4905,42.4523,-18.7442,7.32466,300.078,1366.72,0.0,0.0,292.099,76.6255,76.6255,76.7072,76.7074,0,0,80.3664,80.3935,152.618,152.785,321.672,314.502,62.2842,63.6978,22.6625,24.2786,0.0,0.0,119.662,81.6471,85.2978,85.3617,0.0,67.0068,82.8361,82.8361,119.522,0.0,299.645,308.958,289.782,300.368,290.156,310.024,292.573,292.573,292.935,294.134,294.136,292.961,344.782,40.3763,301.458,-11.7612,-11.7612,12.2312,1.59652,1.2618,0.131985,0.0,0.0275808,3.0649,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.32694,107.453,0.283118,0.0,139.783
9.000,20.8699,17.2191,-19.3245,7.28396,300.026,1078.91,0.0,0.0,290.88,75.675,75.6744,75.7817,75.7813,0,0,36.469,36.5313,154.32,154.473,188.21,175.738,56.3872,59.9619,16.0664,22.1904,0.0,0.0,47.1766,0.0,85.9739,86.0047,0.0,67.0387,85.0607,85.0607,119.522,0.0,301.458,309.423,291.967,301.186,292.055,309.498,292.36,292.359,294.706,292.221,292.245,294.707,344.782,40.3769,301.458,-9.52192,-9.52192,12.618,1.44475,1.2618,0.120664,0.0,16.0389,26.4468,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.40626,109.107,0.28598,0.0,138.822
10.000,0.0,0.0,-19.0025,7.1542,299.985,1039.2,0.0,0.0,285.375,75.1294,75.1266,75.1055,75.1047,0,0,49.2427,50.3829,92.6469,92.2109,45.8373,37.7461,52.4773,57.243,11.3501,20.9393,0.0,0.0,119.662,21.7556,86.0488,86.155,0.0,67.1155,78.4744,78.4744,119.522,0.0,302.277,312.064,291.368,300.011,291.931,307.916,290.657,290.656,291.949,292.676,292.673,291.806,344.782,40.3783,302.277,-17.345,-17.345,12.618,1.30436,1.2618,0.127919,0.0,27.2218,26.8776,5.46724e-06,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.45234,110.121,0.288386,0.0,139.537
11.000,0.814512,0.508678,-19.1879,7.05933,299.949,968.708,0.0,0.0,281.325,74.5722,74.5652,74.5626,74.5604,0,0,76.9909,82.9807,59.5438,58.2995,0.0,0.0,52.4895,55.7474,11.786,18.1918,0.0,0.0,18.5481,13.8107,83.8439,83.9095,0.0,67.1504,80.7803,80.7803,119.522,0.0,301.675,309.068,292.367,300.336,292.43,307.864,291.006,291.005,292.578,293.971,293.971,292.766,344.782,40.3789,301.675,-12.4444,-12.4444,12.618,1.1779,1.2618,0.147535,0.0,29.4077,29.0519,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.55068,112.012,0.291656,0.0,141.628
12.000,0.519337,0.360733,-18.7769,6.98508,299.914,953.144,0.0,0.0,278.941,73.7424,73.7348,73.7565,73.7531,0,0,59.0518,67.7795,89.8545,86.4696,2.45398,5.12585,50.4062,54.3264,10.7301,16.9698,0.0,0.0,46.2082,0.0,75.9533,76.0342,0.0,67.168,75.6134,75.6134,119.522,0.0,298.042,308.644,289.491,298.168,289.984,306.959,290.032,290.031,289.94,290.846,290.846,289.854,344.782,40.3792,298.9,-16.3926,-16.3926,12.618,1.05067,1.2618,0.148681,0.0,30.1357,29.78,1.87062e-05,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.59032,112.867,0.294244,0.0,142.485
13.000,0.442771,0.303412,-18.7276,6.90534,299.882,995.856,0.0,0.0,275.304,72.6784,72.6788,72.9881,72.9812,0,0,35.9365,43.3921,62.7354,57.3729,3.16311,2.3815,47.549,52.2678,8.93483,15.4913,0.0,0.0,17.9177,73.5251,59.2252,59.2953,0.0,67.1776,73.2293,73.2293,119.522,0.0,296.4,304.564,286.52,297.087,286.736,306.195,288.87,288.869,285.995,288.817,288.821,286.274,344.782,40.3795,297.707,-16.0925,-16.0925,12.2836,0.922941,1.2618,0.148184,0.492782,30.7409,30.3224,1.4809e-05,1.09014e-05,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.63489,113.567,0.29624,0.0,142.026
