Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.086,102.748,1406.13,43.0292,309.056,850.99,381.0,99.8492,1780.85,72.9706,72.9705,72.9222,72.9222,0,0,562.991,562.991,563.074,563.068,1136.91,1140.92,78.3533,78.3413,54.1339,54.1074,0.0,0.0,119.662,116.703,113.093,113.15,52.7682,67.0079,129.385,129.385,156.836,0.0168647,309.098,326.466,292.753,309.001,292.754,324.919,292.763,292.763,333.492,293.058,293.058,344.704,344.782,40.3762,309.104,3.44835,3.44835,6.10207,3.34323,1.2618,0.142931,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1406.13,53.7876,27.6998,0.0127937,44.8232,0.263007,1406.13,0.00164564
1.000,101.489,102.815,1405.95,34.9335,309.056,850.693,381.0,99.8186,1428.06,73.244,73.2436,73.1299,73.1298,0,0,592.347,592.495,555.968,555.94,1128.88,1142.74,78.695,78.3068,54.8142,54.0317,0.0,0.0,119.662,114.939,116.52,116.522,49.6371,67.0078,116.71,116.71,155.026,0.0,308.181,323.123,293.154,308.197,293.108,323.17,292.878,292.878,320.938,293.042,293.042,343.882,344.782,40.3762,308.197,-1.6351,-1.6351,7.34893,3.19951,1.2618,0.13847,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1405.95,53.7876,42.4489,0.165745,54.5878,0.263077,1405.95,0.00164564
2.000,99.0348,99.92,243.315,12.169,300.849,850.659,248.221,17.1969,510.122,76.2276,76.2273,76.1661,76.1659,0,0,280.649,282.545,166.664,165.817,1116.06,1134.78,78.6032,77.9335,54.6314,53.212,0.0,0.0,119.662,118.297,119.262,119.27,40.8698,67.0076,107.899,107.899,150.121,0.0,307.347,320.528,293.942,307.283,293.868,320.49,293.257,293.257,318.147,292.99,292.99,341.46,344.782,40.3762,307.347,-5.27256,-5.27256,8.5354,3.0401,1.2618,0.131731,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,243.315,53.7876,100.0,0.320477,62.005,0.263456,243.315,0.312574
3.000,85.3707,85.9932,80.3028,8.46184,300.473,850.709,92.0115,6.35202,344.462,78.6335,78.6341,78.6037,78.604,0,0,154.324,155.186,78.7182,78.4158,1036.23,1051.44,75.2391,73.8842,47.2952,44.32,0.0,0.0,119.662,119.662,119.662,119.662,25.0503,67.0075,100.523,100.523,140.652,0.0,306.653,318.084,295.096,306.524,294.971,317.971,293.724,293.724,317.741,292.88,292.88,336.585,344.782,40.3762,306.653,-7.61427,-7.61427,9.04098,2.85355,1.2618,0.132105,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,80.3028,53.7876,100.0,0.657348,79.9448,0.264821,80.3028,26.877
4.000,74.7662,75.3362,33.2339,7.98916,300.34,851.021,0.0,2.5964,319.297,80.1336,80.1345,80.1122,80.1127,0,0,106.053,106.273,66.2206,66.2333,819.772,838.338,71.8993,70.2654,39.9613,36.3731,0.0,0.0,119.662,119.662,119.662,119.662,4.72966,67.0073,95.2265,95.2265,127.251,0.0,306.648,316.141,297.268,306.444,297.057,315.975,294.7,294.7,316.951,292.71,292.71,329.064,344.782,40.3762,306.648,-9.02266,-9.02266,11.8394,2.30906,1.2618,0.137803,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,33.2339,53.7876,100.0,0.901101,92.4936,0.267793,33.2339,117.714
5.000,66.5069,67.0669,9.18313,7.72701,300.245,852.152,0.0,0.771512,308.686,81.042,81.0431,81.0238,81.0246,0,0,77.4249,77.3069,50.6002,50.8118,678.117,687.044,68.6734,67.014,32.8773,29.2333,0.0,0.0,113.798,81.6465,103.99,103.987,0.0,67.0072,92.3539,92.3539,119.522,0.0,306.228,314.96,297.338,306.114,297.488,314.556,296.85,296.85,315.334,292.459,292.459,317.524,344.782,40.3762,306.228,-9.75606,-9.75606,12.618,1.98923,1.2618,0.138921,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,9.18313,53.7876,100.0,1.07368,99.8353,0.271678,9.18313,127.584
6.000,55.468,55.577,-9.4582,7.59061,300.164,864.225,0.0,0.0,302.766,81.5047,81.5062,81.5113,81.512,0,0,52.258,51.8795,42.5444,42.8869,535.21,541.397,65.6948,64.205,26.3365,23.0649,0.0,0.0,114.461,90.503,79.9006,79.9024,0.0,67.007,90.5524,90.5524,119.522,0.0,305.142,313.877,296.06,305.174,296.28,313.809,296.471,296.471,302.765,292.171,292.171,303.462,344.782,40.3762,305.302,-9.91357,-9.91357,12.618,1.83834,1.2618,0.136952,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.1781,103.7,0.27532,0.0,127.464
7.000,40.6552,40.7748,-17.2953,7.49746,300.092,956.344,0.0,0.0,298.916,81.5769,81.5782,81.5791,81.5798,0,0,25.6904,24.9269,32.4726,32.7988,380.381,382.612,62.6995,61.8371,19.7589,17.8652,0.0,0.0,86.6752,72.1326,92.2437,92.2452,0.0,67.0069,88.8456,88.8456,119.522,0.0,303.608,312.155,294.833,303.863,294.948,312.531,295.157,295.157,298.742,292.08,292.088,298.75,344.782,40.3762,304.0,-9.77142,-9.77142,12.618,1.97515,1.2618,0.134326,0.0,0.0,1.73346,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.26158,105.932,0.278226,0.0,128.708
8.000,13.0819,12.9102,-18.7836,7.42869,300.042,1051.6,0.0,0.0,296.182,81.4169,81.4172,81.4206,81.4209,0,0,0.0,0.0,0.466917,0.552571,213.646,215.378,59.8494,59.4187,13.5002,12.5544,0.0,0.0,75.12,50.2074,84.0685,84.1223,0.0,67.0068,85.5297,85.5297,119.522,0.0,302.48,310.952,293.487,302.602,293.745,311.072,293.736,293.736,296.313,292.036,292.057,296.385,344.782,40.3763,302.602,-10.7418,-10.7418,12.618,2.11156,1.2618,0.134897,0.0,0.027566,3.06247,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.32594,107.453,0.280866,0.0,129.483
9.000,0.0,0.0,-19.3565,7.25301,299.992,1040.61,0.0,0.0,289.661,81.0296,81.0279,81.0256,81.0247,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.9362,56.915,7.10301,7.05647,0.0,0.0,109.558,89.0544,75.7804,75.82,0.0,67.0482,83.7099,83.7099,119.522,0.0,300.945,309.753,291.936,301.311,292.152,310.391,293.009,293.009,293.971,291.997,292.033,294.116,344.782,40.377,301.677,-11.4478,-11.4478,12.618,2.52785,1.2618,0.137176,0.0,9.90023,23.7388,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.38309,108.644,0.283121,0.0,129.495
10.000,0.0,0.0,-19.2296,7.1555,299.946,950.84,0.0,0.0,285.182,80.4707,80.4685,80.4717,80.4701,0,0,0.0,0.0,0.0,0.0,2.9729,2.03506,54.3693,54.4169,1.50316,1.57093,0.0,0.0,73.1986,47.2507,68.2161,68.2504,0.0,67.1249,80.1539,80.1539,119.522,0.0,299.967,308.73,291.103,299.9,291.268,308.559,291.038,291.038,290.8,291.593,291.591,290.769,344.782,40.3784,299.967,-12.6163,-12.6163,12.618,2.57293,1.2618,0.140756,0.0,24.9281,24.3817,5.46724e-06,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.44951,110.05,0.285816,0.0,131.249
11.000,0.0,0.0,-19.0474,7.0885,299.91,895.664,0.0,0.0,282.864,80.2033,80.201,80.1982,80.1965,0,0,0.0,0.0,0.0,0.0,1.97882,1.6241,47.3604,47.8195,0.0,0.0,0.0,0.0,77.8196,0.0,64.3191,64.2295,0.0,67.1564,80.3176,80.3176,119.522,0.0,299.963,309.074,291.801,300.284,292.593,308.184,291.309,291.31,291.582,292.161,292.16,291.321,344.782,40.379,300.284,-12.8266,-12.8266,12.618,2.60601,1.2618,0.149375,0.0,28.4678,28.1047,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.5047,111.106,0.288135,0.0,142.002
12.000,0.197399,0.160922,-18.9137,6.96578,299.874,933.209,0.0,0.0,277.774,79.9119,79.9158,79.9196,79.9223,0,0,0.0,0.0,0.0,0.0,1.58614,1.48661,45.2439,45.8247,0.0,0.0,0.0,0.0,65.0531,51.4195,62.2396,62.2758,0.0,67.1711,75.6802,75.6802,119.522,0.0,299.464,307.627,290.28,299.535,290.415,307.508,290.239,290.239,289.51,291.592,291.594,289.752,344.782,40.3793,299.535,-15.3167,-15.3167,12.618,2.62742,1.2618,0.149414,0.0,29.8956,29.5292,1.87062e-05,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.56597,112.27,0.290846,0.0,142.686
13.000,0.268338,0.248203,-18.7924,6.91431,299.84,971.726,0.0,0.0,275.849,79.5047,79.5101,79.5288,79.5312,0,0,0.0,0.0,0.0,0.0,1.51496,1.26194,44.0678,44.7138,0.0,0.0,0.0,0.0,60.0541,39.7656,54.176,54.1913,0.0,67.1795,76.1477,76.1477,119.522,0.0,297.89,306.268,289.325,298.058,289.522,306.467,289.422,289.422,287.38,288.745,288.743,287.34,344.782,40.3795,298.058,-13.7455,-13.7455,12.618,2.63965,1.2618,0.149447,0.475497,31.6497,31.314,1.4809e-05,1.09014e-05,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.61663,113.188,0.29318,0.0,142.955
14.000,0.162041,0.149322,-18.6131,6.83516,299.802,1004.61,0.0,0.0,272.561,78.9476,78.9552,79.0069,79.0081,0,0,0.0,0.0,0.0,0.0,1.15103,1.01827,42.7371,43.4236,0.0,0.0,0.0,0.0,53.214,29.7102,36.3147,36.2701,0.0,67.1863,72.302,72.302,119.522,0.0,296.667,304.96,288.197,296.823,288.436,304.924,288.417,288.417,285.421,286.283,286.282,285.364,344.782,40.3797,296.823,-15.717,-15.717,12.618,2.64468,1.2618,0.149719,0.0,32.3311,32.0295,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.66291,113.99,0.295356,0.0,143.772
15.000,0.00627772,0.00797179,-18.407,6.78126,299.772,1001.37,0.0,0.0,270.457,78.4042,78.4127,78.4675,78.4682,0,0,0.0,0.0,0.0,0.0,0.644443,0.585832,41.5242,42.3294,0.0,0.0,0.0,0.0,55.5105,0.0,30.6159,30.5034,0.0,67.193,72.1926,72.1926,119.522,0.0,296.051,304.352,288.418,296.378,288.972,304.314,288.588,288.59,285.339,285.758,285.757,285.113,344.782,40.38,296.437,-15.2109,-15.2109,12.618,2.644,1.2618,0.150231,0.0,31.8767,31.5646,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.7064,114.682,0.297401,0.0,145.04
16.000,0.0188883,0.0186446,-18.2527,6.70124,299.741,1017.44,0.0,0.0,267.202,77.8682,77.8765,77.933,77.9337,0,0,0.0,0.0,0.0,0.0,0.0164967,0.0164887,41.1041,41.7734,0.0,0.0,0.0,0.0,53.767,20.0297,26.8361,26.762,0.0,67.1997,70.6453,70.6453,119.522,0.0,296.853,305.359,288.316,297.333,288.633,305.968,288.685,288.685,285.552,286.406,286.406,285.583,344.782,40.3802,297.358,-18.2955,-18.2955,12.618,2.63878,1.2618,0.149936,0.0,32.6389,32.3435,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.75369,115.444,0.299522,0.0,144.859
17.000,0.0240726,0.0238501,-18.0998,6.63259,299.71,1002.72,0.0,0.0,264.44,77.2675,77.2665,77.3457,77.341,0,0,0.0,0.0,0.0,0.0,0.0162901,0.0162791,40.7256,41.3544,0.0,0.0,0.0,0.0,52.5921,18.9019,27.7182,27.626,0.0,67.2064,69.0245,69.0245,119.522,0.0,296.123,304.571,287.46,296.65,287.787,305.338,287.845,287.846,283.934,284.786,284.786,283.943,344.782,40.3805,296.68,-19.2453,-19.2453,12.618,2.62985,1.2618,0.149477,0.0,33.3074,33.0265,1.61585e-05,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.79829,116.163,0.301574,0.0,144.055
18.000,0.0231641,0.0218846,-17.9999,6.56771,299.679,977.578,0.0,0.0,261.846,76.623,76.6234,76.7221,76.717,0,0,0.0,0.0,0.0,0.0,0.0160532,0.016038,40.4662,41.0709,0.0,0.0,0.0,0.0,48.9761,15.5733,27.8126,27.7341,0.0,67.2132,67.5531,67.5531,119.522,0.0,295.09,303.36,286.639,295.76,286.972,304.377,287.029,287.03,282.468,283.25,283.25,282.469,344.782,40.3808,295.788,-19.7578,-19.7578,12.4332,2.61755,1.2618,0.149028,0.0,33.963,33.6963,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.83846,116.783,0.30345,0.0,143.194
19.000,0.0235569,0.0201289,-17.9089,6.50566,299.648,967.372,0.0,0.0,259.362,75.9647,75.9659,76.1306,76.1241,0,0,0.0,0.0,0.0,0.0,0.0157972,0.0157759,40.3382,41.0057,0.0,0.0,0.0,0.0,42.0185,8.46031,22.1965,22.1321,0.0,67.22,66.0439,66.0439,119.522,0.0,294.257,302.499,285.851,295.018,286.195,303.718,286.28,286.28,281.049,281.802,281.801,281.054,344.782,40.3812,295.059,-20.6493,-20.6493,12.0067,2.60331,1.2618,0.149397,0.0,34.6342,34.3802,9.67189e-06,6.64174e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.87339,117.285,0.305127,0.0,143.573
20.000,0.024091,0.020672,-17.7887,6.44678,299.617,971.929,0.0,0.0,257.004,75.2622,75.2648,75.5302,75.5219,0,0,0.0,0.0,1.92378,0.0,0.0155283,0.0154993,40.2383,41.1178,0.0,0.0,0.0,0.0,40.8462,4.76426,16.2929,16.3279,0.0,67.2269,64.4664,64.4664,119.522,0.0,293.393,301.65,284.959,294.416,285.353,303.34,285.489,285.488,279.538,280.267,280.267,279.545,344.782,40.3816,294.484,-21.936,-21.936,11.6679,2.58716,1.2618,0.150046,0.0,35.2593,35.0174,0.225767,0.0892625,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.90245,117.653,0.306571,0.0,144.513
21.000,0.0244517,0.0198602,-17.7039,6.39101,299.585,987.927,0.0,0.0,254.771,74.554,74.5577,74.9377,74.9277,0,0,0.0,0.0,3.84004,0.0,0.0152515,0.0152113,40.2858,41.2883,0.0,0.0,0.0,0.0,41.5703,4.3646,13.0537,12.8786,0.0,67.2339,63.0256,63.0256,119.522,0.0,292.535,300.819,284.084,293.705,284.508,302.767,284.667,284.668,278.094,278.772,278.772,278.1,344.782,40.382,293.784,-22.9241,-22.9241,11.41,2.56963,1.2618,0.150656,0.0,35.8213,35.5898,43.0329,20.7739,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.92868,117.942,0.307863,0.0,145.503
22.000,0.0248418,0.0200535,-17.5989,6.33801,299.555,1008.6,0.0,0.0,252.65,73.8344,73.8392,74.3476,74.3362,0,0,0.0,0.0,5.8336,0.0,0.0149723,0.0149179,40.3907,41.4815,0.0,0.0,0.0,0.0,41.256,4.41868,10.9553,10.7416,0.0,67.2407,61.689,61.689,119.522,0.0,291.678,299.987,283.244,293.022,283.679,302.266,283.873,283.874,276.723,277.366,277.366,276.729,344.782,40.3824,293.119,-23.907,-23.907,11.1932,2.55089,1.2618,0.150553,0.0,36.3245,36.1258,153.502,186.118,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.95264,118.119,0.309065,0.0,145.322
23.000,0.0249375,0.0200335,-17.551,6.28735,299.527,1028.7,0.0,0.0,250.623,73.0966,73.1024,73.7467,73.7339,0,0,0.0,0.0,7.58131,0.0,0.0146995,0.0146236,40.5265,41.6425,0.0,0.0,0.0,0.0,40.6383,4.04387,9.6301,9.39097,0.0,67.2486,60.3902,60.3902,119.522,0.0,290.876,299.153,282.391,292.377,282.844,301.744,283.053,283.054,275.377,275.995,275.995,275.385,344.782,40.3829,292.481,-24.8592,-24.8592,11.0035,2.53051,1.2618,0.149956,0.000768453,36.8725,36.6607,199.384,199.542,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.96924,117.994,0.310122,0.0,144.329
24.000,0.0249087,0.0198565,-17.4857,6.23875,299.503,1047.9,0.0,0.0,248.679,72.3796,72.3857,73.1679,73.1542,0,0,0.0,0.0,9.09564,0.0,0.0143887,0.0142863,40.6818,41.7855,0.0,0.0,0.0,0.0,39.7562,3.73287,8.66462,8.40984,0.0,67.2559,59.1179,59.1179,119.522,0.0,290.04,298.341,281.572,291.712,282.041,301.249,282.261,282.264,274.033,274.629,274.629,274.043,344.782,40.3834,291.823,-25.8419,-25.8419,10.8376,2.5096,1.2618,0.149205,0.000897779,37.3682,37.165,199.125,199.342,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.98274,117.899,0.311042,0.0,142.967
25.000,0.026122,0.0180076,-17.4391,6.19202,299.482,1065.73,0.0,0.0,246.811,71.6686,71.6687,72.6214,72.6126,0,0,0.0,0.0,9.81561,0.0,0.0140589,0.0139236,40.8311,41.9166,0.0,0.0,23.729,18.4643,38.6552,3.37825,7.87984,7.61748,0.0,67.2634,57.864,57.864,119.522,0.0,289.195,297.496,280.721,291.046,281.207,300.749,281.438,281.441,272.684,273.261,273.261,272.696,344.782,40.384,291.162,-26.83,-26.83,10.7117,2.48827,1.2618,0.149228,0.00129757,37.8428,37.6475,198.919,199.167,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.99525,117.816,0.311879,0.0,142.848
26.000,0.0263762,0.0174104,-17.4057,6.14701,299.455,1083.28,0.0,0.0,245.012,70.9018,70.9019,72.0983,72.0899,0,0,0.0,0.0,3.91712,0.0,0.0136977,0.0135251,40.8829,42.1012,0.0,0.0,35.9032,31.7236,37.5099,2.98045,7.18793,6.9266,0.0,67.2723,56.6194,56.6194,119.522,0.0,288.328,296.628,279.855,290.352,280.36,300.202,280.597,280.6,271.322,271.882,271.882,271.336,344.782,40.3846,290.472,-27.7924,-27.7924,10.6221,2.46563,1.2618,0.149576,0.0015732,38.322,38.1343,198.762,199.017,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.00692,117.734,0.312656,0.0,143.326
27.000,0.0267299,0.0169348,-17.3438,6.10354,299.426,1101.78,0.0,0.0,243.275,70.1268,70.1269,71.5897,71.5815,0,0,0.0,0.0,4.02835,0.0,0.0132765,0.0130785,40.9111,42.2962,0.0,0.0,44.2126,40.1213,36.3467,2.61341,6.53549,6.27995,0.0,67.2799,55.3809,55.3809,119.522,0.0,287.452,295.759,278.973,289.629,279.5,299.614,279.738,279.741,269.948,270.491,270.491,269.963,344.782,40.3852,289.75,-28.7391,-28.7391,10.5593,2.44222,1.2618,0.149958,0.00176266,38.7952,38.5955,198.655,198.853,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.01784,117.653,0.313383,0.0,143.874
28.000,0.0270424,0.016428,-17.3228,6.06152,299.399,1116.47,0.0,0.0,241.595,69.3407,69.3409,71.0966,71.0883,0,0,0.0,0.0,4.16091,0.0,0.0128166,0.0126337,40.9617,42.4654,0.0,0.0,50.473,46.202,35.2511,2.53498,5.89325,5.63705,0.0,67.2878,54.1451,54.1451,119.522,0.0,286.648,295.066,278.077,288.891,278.619,299.015,278.858,278.862,268.558,269.086,269.086,268.574,344.782,40.3858,289.013,-29.7041,-29.7041,10.4995,2.41812,1.2618,0.14962,0.00194851,39.262,39.0873,198.594,198.829,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.02832,117.577,0.314071,0.0,143.331
29.000,0.0267018,0.0159106,-17.2881,6.02088,299.368,1127.46,0.0,0.0,239.971,68.5559,68.5561,70.6193,70.6111,0,0,0.0,0.0,4.30898,0.0,0.0124384,0.0116213,41.0254,42.6241,0.0,0.0,55.4098,50.8629,34.2269,2.61436,5.2544,4.99087,0.0,67.2972,52.8746,52.8746,119.522,0.0,285.873,294.39,277.117,288.142,277.666,298.391,277.91,277.915,267.103,267.617,267.617,267.12,344.782,40.3866,288.266,-30.7234,-30.7234,10.4376,2.39314,1.2618,0.148936,0.0021534,39.7313,39.5632,198.57,198.791,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.03852,117.509,0.314729,0.0,142.154
30.000,0.0259377,0.0153971,-17.2587,5.98159,299.338,1138.09,0.0,0.0,238.401,67.7706,67.7707,70.149,70.141,0,0,0.0,0.0,4.43454,0.0,0.0112307,0.0112293,41.1469,42.7825,0.0,0.0,59.3759,54.5198,32.8211,2.62386,4.67111,4.40452,0.0,67.3052,51.6384,51.6384,119.522,0.0,285.048,293.708,276.216,287.377,276.769,297.831,277.018,277.024,265.662,266.169,266.169,265.684,344.782,40.3872,287.504,-31.7959,-31.7959,10.376,2.36544,1.2618,0.148172,0.00233864,40.2283,40.0597,198.571,198.781,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.04842,117.448,0.315358,0.0,140.822
31.000,0.0252977,0.0148156,-17.232,5.94364,299.309,1152.16,0.0,0.0,236.884,67.0266,67.0268,69.7072,69.6998,0,0,0.0,0.0,4.14699,0.0,0.0112238,0.0112224,41.3158,42.9297,0.0,0.0,61.9249,56.6827,30.4974,2.36488,4.12957,3.86245,0.0,67.3133,50.2925,50.2925,119.522,0.0,284.13,292.914,275.205,286.567,275.768,297.244,276.015,276.023,264.054,264.56,264.56,264.083,344.782,40.3879,286.695,-33.0272,-33.0272,10.3325,2.3364,1.2618,0.148128,0.00252086,40.752,40.5834,198.591,198.79,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.05782,117.389,0.315958,0.0,140.57
32.000,0.0244343,0.0143495,-17.1903,5.90685,299.278,1174.0,0.0,0.0,235.414,66.3214,66.3216,69.2928,69.2856,0,0,0.0,0.0,3.78424,0.0,0.0112376,0.0112362,41.4866,43.0761,0.0,0.0,63.4188,57.7306,27.8745,1.73521,3.66425,3.39968,0.0,67.3214,48.8146,48.8146,119.522,0.0,283.187,292.082,274.091,285.746,274.691,296.628,274.908,274.916,262.256,262.765,262.765,262.293,344.782,40.3886,285.861,-34.4563,-34.4563,10.31,2.30638,1.2618,0.148433,0.00267603,41.3003,41.1326,198.603,198.791,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.06648,117.328,0.316522,0.0,140.959
33.000,0.0239713,0.0136421,-17.1718,5.87127,299.248,1201.24,0.0,0.0,233.992,65.6189,65.619,68.8849,68.8776,0,0,0.0,0.0,3.85014,0.0,0.011245,0.0112436,41.6577,43.2128,0.0,0.0,64.5599,58.4127,25.3775,1.09423,3.24917,2.98874,0.0,67.3305,47.1884,47.1884,119.522,0.0,282.139,291.207,272.85,284.839,273.531,295.959,273.674,273.685,260.228,260.74,260.741,260.272,344.782,40.3894,284.92,-36.097,-36.097,10.3054,2.27427,1.2618,0.148813,0.00281423,41.9176,41.751,198.654,198.836,53.6741,54.402,54.0328,0.0,53.7876,100.0,2.07434,117.261,0.317045,0.0,141.52
