Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,101.896,102.947,1408.66,47.157,309.056,851.014,381.0,100.015,1947.43,73.0212,73.0212,72.9364,72.9364,0,0,565.593,565.593,562.822,562.822,1136.56,1141.27,78.3646,78.3386,54.1566,54.1015,0.0,0.0,119.662,113.027,112.19,112.797,52.6904,67.0079,129.578,129.578,156.802,0.0219236,308.921,326.244,292.748,308.983,292.747,324.91,292.754,292.754,333.722,293.058,293.058,344.684,344.782,40.3762,308.995,3.79161,3.79161,5.49518,4.42085,1.2618,0.139791,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.66,53.7876,27.6957,0.00773481,44.111,0.263007,1408.66,0.00164564
1.000,100.717,102.742,1410.75,38.3941,307.274,850.698,357.568,100.146,1549.87,73.9319,73.9319,73.7537,73.7533,0,0,606.661,606.678,547.549,547.504,1125.38,1146.35,78.8742,78.2669,55.1708,53.9442,0.0,0.0,119.662,105.562,115.592,115.57,49.6901,67.0078,115.521,115.521,155.015,0.0,308.16,322.63,293.553,308.207,293.368,322.834,292.855,292.855,319.925,293.042,293.042,343.896,344.782,40.3762,308.207,-2.1247,-2.1247,6.02474,4.03514,1.2618,0.134499,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1410.75,53.7876,41.6941,0.206883,57.2118,0.263077,1410.75,0.00164564
2.000,99.3456,100.561,206.978,23.8148,300.665,850.651,201.359,16.151,1046.79,76.897,76.897,76.8065,76.806,0,0,210.848,210.946,82.7223,82.1207,1106.11,1126.29,77.9107,76.5933,53.1619,50.2689,0.0,0.0,119.662,111.032,117.563,117.537,41.1077,67.0076,107.025,107.025,150.098,0.0,307.463,320.018,294.804,307.395,294.595,320.077,293.213,293.213,317.119,292.992,292.992,341.528,344.782,40.3762,307.463,-5.46617,-5.46617,6.4703,3.7208,1.2618,0.129703,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,206.978,53.7876,100.0,0.475484,71.9861,0.264087,206.978,0.308088
3.000,84.7701,85.5909,65.1769,8.51958,300.466,850.726,45.1485,4.98173,342.245,78.4046,78.4045,78.3615,78.3611,0,0,242.385,242.456,163.481,162.979,1039.24,1064.47,75.2207,73.0353,47.2548,42.4558,0.0,0.0,119.662,113.025,118.168,118.138,25.5053,67.0075,100.357,100.357,140.903,0.0,307.01,317.834,296.147,306.884,295.95,317.725,293.693,293.693,317.191,292.883,292.883,336.736,344.782,40.3762,307.01,-7.46582,-7.46582,6.51176,3.61619,1.2618,0.129649,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,65.1768,53.7876,100.0,0.681636,83.5296,0.266711,65.1769,24.5112
4.000,75.0808,75.5434,25.8644,8.1185,300.346,851.076,0.0,2.02172,324.073,78.8068,78.8068,78.7941,78.7941,0,0,227.333,227.37,200.568,200.319,842.694,862.37,72.8231,70.5213,41.9898,36.9351,0.0,0.0,119.662,100.511,117.532,117.501,5.29226,67.0073,95.0043,95.0043,127.679,0.0,306.832,315.618,297.588,306.934,297.862,315.745,294.674,294.674,316.597,292.716,292.715,329.297,344.782,40.3762,306.934,-8.77292,-8.77292,7.93361,3.49259,1.2618,0.127085,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,25.8644,53.7876,100.0,0.863708,92.9045,0.270409,25.8644,121.799
5.000,68.9182,68.8652,4.58465,7.87752,300.253,852.125,0.0,0.440527,314.686,78.784,78.784,78.8021,78.8021,0,0,212.031,212.093,200.465,200.452,712.965,723.62,70.6006,68.9507,37.1092,33.4863,0.0,0.0,119.662,82.4363,103.827,103.762,0.0,67.0072,92.3809,92.3809,119.522,0.0,306.169,314.912,297.213,305.981,297.463,314.324,296.671,296.671,315.538,292.467,292.467,317.897,344.782,40.3762,306.169,-9.68964,-9.68964,9.30891,3.34961,1.2618,0.126723,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,4.58465,53.7876,100.0,1.00923,98.7238,0.27453,4.58465,136.691
6.000,60.8846,59.7442,-12.6011,7.62664,300.174,860.445,0.0,0.0,304.255,78.3984,78.3983,78.4672,78.4673,0,0,152.129,152.183,206.78,206.855,593.939,593.811,68.0689,67.9209,31.5499,31.2249,0.0,0.0,119.662,94.839,84.5382,84.486,0.0,67.007,90.5085,90.5085,119.522,0.0,304.818,314.19,296.23,304.844,296.563,313.545,296.199,296.2,303.036,292.174,292.174,303.614,344.782,40.3762,305.084,-10.2572,-10.2572,10.4676,3.10272,1.2618,0.124975,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.12396,102.442,0.278435,0.0,138.012
7.000,52.291,50.6245,-17.8801,7.57525,300.106,861.946,0.0,0.0,302.179,77.6516,77.6516,77.725,77.7251,0,0,85.5294,85.5693,216.773,216.93,474.085,457.143,64.9801,67.3327,24.767,29.9333,0.0,0.0,119.662,20.4911,93.1892,93.1714,0.0,67.0069,87.1207,87.1207,119.522,0.0,301.274,311.542,289.364,302.145,291.036,312.44,294.991,294.991,297.784,292.061,292.066,297.733,344.782,40.3762,303.903,-10.9294,-10.9294,11.4445,1.72603,1.2618,0.12117,0.0,0.0,1.73894,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.22222,105.08,0.282045,0.0,139.396
8.000,39.3105,38.8567,-19.3613,7.37998,300.054,997.466,0.0,0.0,294.844,77.2174,77.2173,77.2185,77.2186,0,0,98.229,98.2618,165.714,165.81,335.502,327.784,60.4628,65.3622,18.4761,28.0093,0.0,0.0,119.662,0.0,104.386,104.485,0.0,67.0068,85.1679,85.1679,119.522,0.0,300.227,312.688,272.308,299.638,274.139,310.966,293.579,293.578,297.923,292.075,292.079,298.072,344.782,40.3763,302.656,-12.6305,-12.6305,12.1937,1.58617,1.2618,0.129873,0.0,0.0275907,3.06595,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.29904,106.882,0.285268,0.0,141.09
9.000,16.6153,11.9998,-19.4641,7.30329,300.003,907.292,0.0,0.0,290.925,76.3904,76.3902,76.4901,76.4902,0,0,60.0738,60.1489,173.836,173.949,187.923,172.708,57.454,63.292,15.2931,26.1792,0.0,0.0,113.285,45.8594,95.6401,95.7062,0.0,67.0394,82.7053,82.7053,119.522,0.0,298.847,309.923,290.141,300.1,291.101,310.471,293.198,293.198,294.948,292.034,292.039,295.52,344.782,40.3769,301.968,-12.3116,-12.3116,12.618,1.44379,1.2618,0.122179,0.0,10.1389,24.3854,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.36329,108.372,0.288313,0.0,140.358
10.000,0.0,0.0,-19.1633,7.19546,299.962,961.523,0.0,0.0,287.13,76.0099,76.0085,76.0041,76.0042,0,0,62.9203,63.6431,108.518,108.626,24.5749,0.0,53.952,60.6855,10.7415,24.3742,0.0,0.0,119.662,54.1606,88.5822,88.6621,0.0,67.1162,80.961,80.961,119.522,0.0,299.314,313.206,290.252,299.758,291.291,308.843,291.724,291.723,294.162,292.013,292.016,293.819,344.782,40.3783,300.431,-16.4361,-16.4361,12.618,1.3076,1.2618,0.129439,0.0,26.0486,25.7276,5.46724e-06,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.39976,109.071,0.29014,0.0,141.066
11.000,0.726716,0.0,-19.1546,7.06702,299.929,1032.56,0.0,0.0,281.906,75.4523,75.4509,75.5632,75.5624,0,0,0.0,0.0,80.2007,80.299,10.8232,0.0,51.7902,59.2778,7.78909,21.2455,0.0,0.0,119.662,89.1618,83.5775,83.638,0.0,67.1509,79.6406,79.6406,119.522,0.0,299.006,307.595,289.493,299.692,289.891,308.969,291.887,291.887,292.21,294.177,294.178,292.425,344.782,40.3789,300.482,-13.2775,-13.2775,12.618,1.1809,1.2618,0.147588,0.0,27.3975,27.0134,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.47689,110.599,0.292993,0.0,143.005
12.000,0.215697,0.0,-19.017,6.95205,299.902,1007.55,0.0,0.0,277.132,75.2651,75.2616,75.2795,75.2778,0,0,19.0328,21.4974,40.1129,38.8685,4.76072,0.0,49.8993,57.6155,4.19508,18.1471,0.0,0.0,119.662,0.0,81.3739,81.4334,0.0,67.1685,80.1515,80.1515,119.522,0.0,302.886,309.652,291.787,300.741,292.453,307.819,291.279,291.278,292.484,293.713,293.713,292.583,344.782,40.3793,302.886,-13.5411,-13.5411,12.618,1.05349,1.2618,0.149111,0.0,26.7343,26.3285,1.87062e-05,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.55018,112.053,0.296105,0.0,144.729
