Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.267,102.749,1408.48,44.2588,309.056,851.006,381.0,100.002,1950.95,72.9387,72.9387,72.9074,72.9074,0,0,563.411,563.411,564.042,564.042,1137.07,1140.91,78.3534,78.3439,54.1339,54.1131,0.0,0.0,119.662,114.193,112.247,113.301,52.771,67.0079,131.104,131.104,156.848,0.0254977,308.974,325.982,292.78,309.028,292.781,325.011,292.79,292.79,335.233,293.058,293.058,344.705,344.782,40.3762,309.037,5.0116,5.0116,5.45409,4.44173,0.942051,0.141563,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.48,53.7876,27.6945,0.00416072,43.9386,0.263007,1408.48,0.00164564
1.000,101.818,102.794,1409.68,38.4753,309.056,850.68,373.19,100.074,1527.95,73.1632,73.1631,73.083,73.0829,0,0,583.805,583.815,559.059,559.037,1132.3,1142.8,78.5864,78.3064,54.5981,54.0308,0.0,0.0,119.662,116.677,115.888,115.956,49.8591,67.0078,117.885,117.885,155.131,0.0,308.297,323.436,292.989,308.305,292.977,323.45,292.871,292.871,321.579,293.043,293.043,343.941,344.782,40.3762,308.305,-1.10647,-1.10647,5.95023,4.07869,0.960737,0.137111,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1409.68,53.7876,39.759,0.180296,55.9761,0.263083,1409.68,0.00164564
2.000,99.513,100.138,227.44,25.5024,300.71,850.637,216.979,17.2411,1112.35,76.5216,76.5215,76.4836,76.4831,0,0,164.103,164.218,107.348,106.746,1115.86,1125.24,77.8101,77.29,52.9409,51.7989,0.0,0.0,119.662,119.662,117.718,117.693,41.5363,67.0076,110.495,110.495,150.415,0.0,307.473,321.271,293.526,307.378,293.512,321.134,293.241,293.241,319.338,292.994,292.994,341.651,344.782,40.3762,307.473,-4.12509,-4.12509,6.3672,3.73304,0.881256,0.132587,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,227.44,53.7876,100.0,0.397021,68.5513,0.263925,227.44,0.314195
3.000,83.7751,84.4685,70.1435,8.62555,300.481,850.677,60.7695,5.36495,347.826,78.4866,78.4866,78.4496,78.4492,0,0,213.842,213.92,179.982,179.447,1045.2,1053.95,74.6338,73.9462,45.9659,44.456,0.0,0.0,119.662,119.662,117.661,117.629,26.3572,67.0075,104.376,104.376,141.529,0.0,306.831,319.314,294.26,306.689,294.243,319.083,293.694,293.694,319.248,292.889,292.889,337.016,344.782,40.3762,306.831,-6.52669,-6.52669,6.36166,3.674,1.13709,0.132331,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,70.1435,53.7876,100.0,0.57208,78.7415,0.266083,70.1435,24.8158
4.000,73.6688,74.5366,28.5541,8.2295,300.357,850.945,0.0,2.22389,328.797,79.4881,79.488,79.4446,79.4444,0,0,242.56,242.621,195.215,194.843,834.762,853.937,72.4475,71.4158,41.1651,38.8994,0.0,0.0,119.662,119.662,116.695,116.655,6.6596,67.0073,99.0572,99.0572,128.768,0.0,306.518,317.455,295.579,306.319,295.545,317.138,294.599,294.599,318.441,292.727,292.727,329.858,344.782,40.3762,306.518,-7.8912,-7.8912,7.72837,3.56574,1.2618,0.129598,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,28.5541,53.7876,100.0,0.731075,88.0349,0.269157,28.5541,122.916
5.000,66.9228,67.6022,6.1383,8.00136,300.263,851.673,0.0,0.565444,319.709,79.7905,79.7905,79.7639,79.7639,0,0,240.207,240.262,200.004,199.871,693.7,713.97,70.9955,69.5423,37.9766,34.7854,0.0,0.0,119.662,115.787,113.632,113.589,0.0,67.0072,95.0981,95.0981,119.522,0.0,306.944,315.761,298.116,306.741,298.15,315.466,297.781,297.781,316.48,292.502,292.502,319.561,344.782,40.3762,306.944,-8.72742,-8.72742,9.08394,3.34323,1.2618,0.128504,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,6.1383,53.7876,100.0,0.869208,94.3161,0.272675,6.1383,139.352
6.000,57.6153,58.0606,-11.1786,7.71199,300.183,855.864,0.0,0.0,308.348,79.6785,79.6785,79.6675,79.6675,0,0,227.981,228.047,199.818,199.835,564.511,579.915,69.7372,68.3397,35.2132,32.1444,0.0,0.0,106.413,79.8306,95.0623,95.0242,0.0,67.007,92.4809,92.4809,119.522,0.0,306.273,314.919,297.384,306.057,297.517,314.371,297.004,297.004,305.107,292.219,292.219,305.889,344.782,40.3762,306.273,-9.62921,-9.62921,10.2709,3.11955,1.2618,0.126426,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,0.970821,98.0779,0.276157,0.0,139.779
7.000,47.0528,46.8656,-17.5303,7.46926,300.115,901.934,0.0,0.0,297.911,79.2607,79.2607,79.2764,79.2765,0,0,182.141,182.2,186.361,186.446,424.522,431.618,68.2066,67.2587,31.8523,29.7707,0.0,0.0,109.014,95.3057,85.5309,85.5136,0.0,67.0069,89.9436,89.9436,119.522,0.0,304.517,313.056,295.617,304.69,295.741,313.334,296.166,296.167,300.2,292.108,292.112,300.22,344.782,40.3762,304.863,-9.79665,-9.79665,11.2562,1.83043,1.2618,0.123681,0.0,0.0,1.73864,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.05538,100.569,0.279384,0.0,141.906
8.000,30.9044,30.6679,-19.0743,7.3602,300.064,1099.1,0.0,0.0,293.521,78.7457,78.7456,78.7527,78.7528,0,0,137.418,137.472,157.791,157.887,288.504,288.463,66.3928,66.2598,27.8692,27.5771,0.0,0.0,87.2036,78.477,97.7921,97.8027,0.0,67.0068,88.271,88.271,119.522,0.0,303.171,311.717,294.427,303.427,294.503,312.148,294.954,294.954,298.163,292.069,292.083,298.161,344.782,40.3763,303.673,-9.8015,-9.8015,12.0415,1.61751,1.2618,0.127801,0.0,0.027607,3.06958,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.13307,102.613,0.282521,0.0,142.437
9.000,0.0,0.0,-19.2542,7.2486,300.014,1180.28,0.0,0.0,289.319,78.0766,78.0766,78.0771,78.0771,0,0,131.423,131.469,130.534,130.635,114.874,114.051,63.0711,63.568,23.3462,24.0728,0.0,0.0,91.8483,81.2871,95.0425,95.0896,0.0,67.0444,87.3419,87.3419,119.522,0.0,302.27,310.977,293.503,302.291,293.58,311.234,293.403,293.404,295.518,292.017,292.044,295.422,344.782,40.377,302.291,-9.56116,-9.56116,12.618,1.43587,1.2618,0.122,0.0,10.5351,24.5241,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.19759,104.234,0.28544,0.0,142.253
