Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.066,102.844,1408.66,42.2527,309.056,851.006,381.0,100.014,1782.62,72.9845,72.9845,72.9252,72.9252,0,0,564.463,564.464,563.195,563.196,1136.81,1141.14,78.3586,78.3399,54.1446,54.1043,0.0,0.0,119.662,113.94,113.735,113.972,52.6992,67.0079,128.963,128.963,156.806,0.0210959,308.93,326.225,292.746,308.989,292.746,324.907,292.754,292.754,333.666,293.058,293.058,344.686,344.782,40.3762,308.999,3.42183,3.42183,5.49031,4.42052,1.2618,0.140244,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.66,53.7876,27.6962,0.00856255,44.1364,0.263007,1408.66,0.00164564
1.000,101.446,103.075,1410.43,32.0096,309.056,850.708,381.0,100.125,1298.31,73.2905,73.2905,73.1474,73.1473,0,0,596.889,596.904,553.959,553.92,1128.51,1144.46,78.7525,78.3009,54.9288,54.0187,0.0,0.0,119.662,113.1,117.005,116.968,49.7153,67.0078,115.97,115.97,155.067,0.0,308.148,322.931,293.282,308.177,293.205,323.007,292.88,292.88,320.45,293.042,293.042,343.903,344.782,40.3762,308.177,-1.98429,-1.98429,6.01794,4.03978,1.2618,0.134629,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1410.43,53.7876,41.9127,0.168697,54.3872,0.263076,1410.43,0.00164564
2.000,99.3397,100.358,248.834,12.057,300.889,850.661,248.221,17.6397,508.651,76.1806,76.1805,76.1072,76.1067,0,0,294.011,294.216,152.768,152.124,1115.5,1138.31,78.6653,77.8417,54.755,53.0104,0.0,0.0,119.662,116.285,119.662,119.662,41.1617,67.0076,106.535,106.535,150.15,0.0,307.254,320.081,294.291,307.22,294.157,320.065,293.268,293.268,317.195,292.992,292.992,341.544,344.782,40.3762,307.254,-5.83269,-5.83269,6.47359,3.7152,1.2618,0.129198,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,248.834,53.7876,100.0,0.453389,69.5604,0.263712,248.834,0.307043
3.000,87.9467,88.6699,82.4084,8.41889,300.513,850.715,92.0115,6.51182,342.419,77.96,77.9599,77.922,77.9216,0,0,205.247,205.326,124.904,124.355,1036.04,1053.3,75.5009,73.8105,47.87,44.1581,0.0,0.0,119.662,119.148,119.662,119.662,25.4824,67.0075,99.1932,99.1932,140.856,0.0,306.632,317.608,295.564,306.517,295.414,317.532,293.744,293.744,316.902,292.883,292.883,336.728,344.782,40.3762,306.632,-7.96017,-7.96017,6.52869,3.59975,1.2618,0.12895,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,82.4084,53.7876,100.0,0.713061,83.5049,0.2661,82.4084,24.4374
4.000,78.6329,79.2713,34.261,7.96795,300.383,851.051,0.0,2.67163,318.464,78.5622,78.5621,78.5352,78.5351,0,0,209.424,209.471,170.354,170.04,833.992,849.709,72.7859,70.8279,41.9081,37.6085,0.0,0.0,119.662,103.04,119.662,119.662,5.14667,67.0073,94.0784,94.0784,127.522,0.0,306.865,315.618,297.686,306.823,297.842,315.439,294.805,294.805,316.418,292.714,292.714,329.236,344.782,40.3762,306.865,-9.25595,-9.25595,7.92957,3.47565,1.2618,0.126698,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,34.261,53.7876,100.0,0.918154,93.9524,0.269921,34.261,121.502
5.000,72.5119,73.0221,9.50371,7.72375,300.284,852.503,0.0,0.804297,308.443,78.6086,78.6085,78.5918,78.5918,0,0,218.509,218.565,186.614,186.593,701.708,711.63,70.6566,68.8281,37.2323,33.2171,0.0,0.0,107.289,74.8467,102.826,102.763,0.0,67.0072,91.4345,91.4345,119.522,0.0,305.905,314.589,296.952,305.735,297.131,314.127,296.493,296.493,315.253,292.462,292.462,317.627,344.782,40.3762,305.905,-10.014,-10.014,9.324,3.33461,1.2618,0.126486,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,9.50371,53.7876,100.0,1.07736,100.312,0.274348,9.50371,136.102
6.000,64.6606,64.2719,-8.61252,7.5638,300.202,867.176,0.0,0.0,302.269,78.2585,78.2585,78.2936,78.2937,0,0,179.836,179.893,177.814,177.865,577.647,580.558,68.7861,67.3945,33.1247,30.069,0.0,0.0,116.71,94.7494,80.1603,80.1073,0.0,67.007,89.7262,89.7262,119.522,0.0,304.305,313.172,295.109,304.442,295.348,313.279,295.916,295.916,301.814,292.157,292.156,302.695,344.782,40.3762,304.707,-9.89485,-9.89485,10.4925,3.08184,1.2618,0.124222,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.1777,103.79,0.278307,0.0,137.22
7.000,58.5915,55.7119,-17.149,7.43891,300.132,945.661,0.0,0.0,296.91,76.9758,76.9757,77.1257,77.1259,0,0,69.0626,69.0953,201.911,202.12,460.98,445.658,65.7639,66.3168,26.4882,27.7024,0.0,0.0,91.294,67.7764,92.7792,92.8429,0.0,67.0069,85.6461,85.6461,119.522,0.0,301.075,309.857,291.309,301.963,291.511,311.58,293.908,293.908,294.62,292.009,292.017,294.898,344.782,40.3762,303.01,-11.1629,-11.1629,11.4669,1.74531,1.2618,0.119153,0.0,0.0,1.73858,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.26024,105.885,0.281548,0.0,138.045
8.000,45.2328,44.4596,-19.0556,7.29957,300.079,1364.04,0.0,0.0,292.12,76.343,76.3429,76.3613,76.3614,0,0,77.543,77.5893,168.496,168.66,335.01,326.861,58.2137,62.6308,17.1332,25.5044,0.0,0.0,119.662,103.793,88.0389,88.0625,0.0,67.0068,85.7547,85.7547,119.522,0.0,296.148,313.038,288.468,299.372,289.381,310.234,292.82,292.819,297.51,292.279,292.292,298.673,344.782,40.3763,302.665,-12.5399,-12.5399,12.2052,1.59434,1.2618,0.130782,0.0,0.0275821,3.06501,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.32954,107.482,0.284546,0.0,140.977
9.000,19.3231,19.0955,-19.2711,7.26991,300.027,992.671,0.0,0.0,289.338,75.7436,75.7429,75.7237,75.7238,0,0,112.107,112.238,146.938,147.01,187.642,184.179,56.7605,61.2653,15.6215,24.7041,0.0,0.0,43.5688,0.0,94.6318,94.6623,0.0,67.04,86.6129,86.6129,119.522,0.0,302.059,310.996,293.86,301.991,294.355,310.162,292.932,292.932,297.039,292.254,292.266,296.895,344.782,40.3769,302.059,-9.85911,-9.85911,12.618,1.44338,1.2618,0.125122,0.0,8.63851,19.7654,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.41262,109.302,0.287823,0.0,141.177
