Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.102,102.739,1406.11,42.7791,309.056,850.99,381.0,99.8476,1770.32,72.9675,72.9674,72.9215,72.9215,0,0,562.956,562.956,563.138,563.132,1136.92,1140.9,78.3531,78.3414,54.1333,54.1078,0.0,0.0,119.662,116.88,113.131,113.189,52.7692,67.0079,129.773,129.773,156.837,0.0169013,309.099,326.459,292.754,309.001,292.754,324.919,292.763,292.763,333.63,293.058,293.058,344.705,344.782,40.3762,309.105,3.69971,3.69971,6.09778,3.34323,1.2618,0.143025,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1406.11,53.7876,27.6998,0.0127571,44.8203,0.263007,1406.11,0.00164564
1.000,101.522,102.786,1405.92,34.7045,309.056,850.693,381.0,99.8162,1418.19,73.2349,73.2346,73.1268,73.1267,0,0,591.087,591.228,556.645,556.615,1129.25,1142.53,78.6824,78.3105,54.7892,54.0397,0.0,0.0,119.662,115.394,116.668,116.667,49.6431,67.0078,116.786,116.786,155.03,0.0,308.196,323.119,293.127,308.201,293.087,323.189,292.88,292.88,320.987,293.042,293.042,343.884,344.782,40.3762,308.201,-1.60119,-1.60119,7.34278,3.19951,1.2618,0.138595,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1405.92,53.7876,42.4444,0.165588,54.5858,0.263077,1405.92,0.00164564
2.000,99.0444,99.9285,243.317,12.12,300.849,850.659,248.221,17.1973,507.987,76.2143,76.2142,76.1531,76.1528,0,0,278.242,280.101,169.097,168.253,1116.51,1134.49,78.583,77.9494,54.5912,53.2469,0.0,0.0,119.662,118.948,119.388,119.396,40.8841,67.0076,107.953,107.953,150.13,0.0,307.339,320.573,293.88,307.27,293.816,320.499,293.26,293.26,318.208,292.99,292.99,341.464,344.782,40.3762,307.339,-5.27842,-5.27842,8.52822,3.0401,1.2618,0.131832,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,243.317,53.7876,100.0,0.319549,61.9719,0.263455,243.317,0.312778
3.000,85.361,85.9702,80.3056,8.45204,300.473,850.698,92.0115,6.35209,343.978,78.6272,78.6277,78.5982,78.5985,0,0,154.024,154.868,79.3121,79.0383,1036.58,1051.33,75.1965,73.9081,47.2016,44.3724,0.0,0.0,119.662,119.662,119.662,119.662,25.0772,67.0075,100.62,100.62,140.665,0.0,306.631,318.144,294.995,306.524,294.883,318.034,293.729,293.729,317.807,292.88,292.88,336.594,344.782,40.3762,306.631,-7.614,-7.614,9.03266,2.85354,1.2618,0.132179,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,80.3056,53.7876,100.0,0.660691,80.0711,0.2648,80.3056,26.8895
4.000,74.6687,75.2366,33.2881,7.98308,300.34,851.01,0.0,2.60045,319.092,80.1373,80.1382,80.1158,80.1164,0,0,105.523,105.733,67.3525,67.3484,821.284,839.228,71.8601,70.304,39.875,36.4579,0.0,0.0,119.662,119.662,119.662,119.662,4.76696,67.0073,95.2364,95.2364,127.272,0.0,306.578,316.182,297.077,306.383,296.892,315.982,294.711,294.711,316.985,292.71,292.71,329.079,344.782,40.3762,306.578,-9.05748,-9.05748,11.8091,2.30908,1.2618,0.137351,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,33.2881,53.7876,100.0,0.906429,92.6701,0.267753,33.2881,117.611
5.000,66.5185,67.0773,9.22702,7.71772,300.245,852.09,0.0,0.777557,308.314,81.0484,81.0495,81.0301,81.0309,0,0,77.1808,77.0603,51.3546,51.5629,679.351,688.02,68.6524,67.0538,32.8312,29.3207,0.0,0.0,112.84,82.7814,104.856,104.853,0.0,67.0072,92.3546,92.3546,119.522,0.0,306.237,314.957,297.326,306.123,297.469,314.55,296.876,296.876,315.359,292.46,292.46,317.567,344.782,40.3762,306.237,-9.75342,-9.75342,12.618,1.98927,1.2618,0.138937,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,9.22702,53.7876,100.0,1.07992,100.018,0.271648,9.22702,127.591
6.000,55.4777,55.584,-9.44345,7.58242,300.167,863.998,0.0,0.0,302.38,81.5145,81.516,81.5211,81.5218,0,0,52.7681,52.4029,42.3638,42.7254,535.32,541.55,65.685,64.2335,26.315,23.1274,0.0,0.0,114.524,89.9092,79.8587,79.86,0.0,67.007,90.6522,90.6522,119.522,0.0,305.172,313.91,296.081,305.194,296.307,313.82,296.483,296.483,302.811,292.172,292.172,303.502,344.782,40.3762,305.323,-9.87667,-9.87667,12.618,1.83836,1.2618,0.136972,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.18245,103.831,0.275282,0.0,127.503
7.000,40.6478,40.7656,-17.2938,7.48564,300.092,979.174,0.0,0.0,298.492,81.5926,81.594,81.5949,81.5956,0,0,25.8465,25.0832,32.792,33.1219,380.4,382.558,62.7034,61.8673,19.7674,17.9316,0.0,0.0,86.086,71.7297,91.7734,91.7747,0.0,67.0069,89.0077,89.0077,119.522,0.0,303.622,312.182,294.84,303.879,294.961,312.552,295.19,295.19,298.769,292.08,292.089,298.782,344.782,40.3762,304.027,-9.67729,-9.67729,12.618,1.97512,1.2618,0.134329,0.0,0.0,1.73346,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.26454,106.009,0.278159,0.0,128.719
8.000,13.1858,13.2679,-18.7943,7.42401,300.04,1149.08,0.0,0.0,295.819,81.4046,81.4049,81.4049,81.4052,0,0,0.0,0.0,0.5643,0.661008,214.017,215.276,59.8484,59.4398,13.4981,12.6007,0.0,0.0,78.2165,54.1031,82.5071,82.5649,0.0,67.0068,86.1522,86.1522,119.522,0.0,302.342,310.938,293.479,302.498,293.7,310.996,293.72,293.719,296.513,292.035,292.056,296.389,344.782,40.3763,302.498,-10.2011,-10.2011,12.618,2.11154,1.2618,0.13419,0.0,0.0276171,3.08068,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.32817,107.502,0.280767,0.0,128.677
9.000,0.0,0.0,-19.2873,7.24059,299.99,1126.34,0.0,0.0,289.505,80.9922,80.9905,80.9871,80.9862,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.8245,56.7401,6.85786,6.67242,0.0,0.0,106.646,81.5849,71.0355,71.0391,0.0,67.0478,87.7866,87.7866,119.522,0.0,300.429,309.201,291.332,300.728,291.627,309.502,292.268,292.268,293.271,294.179,294.182,293.214,344.782,40.377,300.975,-7.5058,-7.5058,12.618,2.52784,1.2618,0.138215,0.0,9.47721,21.9393,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.38391,108.662,0.282978,0.0,130.169
