Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.205,102.683,1406.02,40.9968,309.056,851.001,381.0,99.8402,1718.55,72.9461,72.9461,72.9151,72.9151,0,0,562.62,562.62,563.462,563.456,1137.01,1140.82,78.3519,78.3431,54.1307,54.1114,0.0,0.0,119.662,115.646,113.51,113.589,52.7774,67.0079,129.951,129.951,156.843,0.0186276,309.108,326.353,292.768,309.012,292.768,324.957,292.777,292.777,334.153,293.058,293.058,344.707,344.782,40.3762,309.114,3.91778,3.91778,6.08222,3.34322,1.2618,0.14334,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1406.02,53.7876,27.6978,0.0110309,44.7076,0.263007,1406.02,0.00164564
1.000,101.685,102.653,1405.53,34.3527,309.056,850.688,373.19,99.7901,1374.55,73.1844,73.1839,73.1046,73.1045,0,0,584.005,584.086,560.086,560.047,1131.21,1141.53,78.6011,78.3267,54.6273,54.0753,0.0,0.0,119.662,117.552,117.042,117.04,49.6722,67.0078,117.218,117.218,155.013,0.0,308.198,323.232,292.997,308.207,292.983,323.259,292.888,292.888,321.279,293.042,293.042,343.891,344.782,40.3762,308.207,-1.37387,-1.37387,7.31412,3.19577,1.2618,0.139204,0.0,0.0,0.0,1.88757e-05,4.57932e-06,53.6741,54.402,54.0328,1405.53,53.7876,42.0295,0.197492,56.9522,0.263086,1405.53,0.00164564
2.000,99.1482,99.7024,221.576,24.6684,300.673,850.643,216.979,16.838,1058.83,76.7,76.6999,76.6626,76.6627,0,0,163.5,165.246,106.109,105.115,1113.71,1123.54,77.7956,77.2898,52.9091,51.7983,0.0,0.0,119.662,119.662,118.907,118.914,40.6736,67.0076,109.207,109.207,149.909,0.0,307.357,321.058,293.584,307.283,293.566,320.901,293.282,293.282,318.941,292.989,292.989,341.404,344.782,40.3762,307.357,-4.84504,-4.84504,8.46494,3.04012,1.2618,0.13349,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,221.576,53.7876,100.0,0.424584,69.7597,0.264107,221.576,0.31633
3.000,82.8029,83.3603,68.49,8.52434,300.442,850.683,60.7695,5.23752,343.487,79.2243,79.225,79.1942,79.1949,0,0,136.521,137.029,105.132,104.811,1040.22,1048.46,74.3163,73.6152,45.2689,43.7293,0.0,0.0,119.662,119.662,118.685,118.69,25.4025,67.0075,103.094,103.094,140.914,0.0,306.727,318.992,294.38,306.576,294.358,318.671,293.758,293.758,318.857,292.882,292.882,336.702,344.782,40.3762,306.727,-6.9657,-6.9657,8.92198,2.85357,1.2618,0.134087,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,68.49,53.7876,100.0,0.612077,80.5572,0.266628,68.49,27.1764
4.000,71.4937,72.1666,27.7287,8.14371,300.315,850.969,0.0,2.16145,325.493,80.9222,80.9229,80.8902,80.8913,0,0,111.7,111.967,74.4921,74.6399,821.973,839.344,71.2779,70.2505,38.5966,36.3404,0.0,0.0,119.662,119.662,117.894,117.897,5.45994,67.0073,98.0393,98.0393,127.887,0.0,306.478,317.117,295.891,306.307,295.842,316.82,294.746,294.746,318.032,292.717,292.716,329.366,344.782,40.3762,306.478,-8.19207,-8.19207,11.6252,2.30946,1.2618,0.138835,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,27.7287,53.7876,100.0,0.781522,89.9247,0.270172,27.7287,118.815
5.000,62.9833,63.5259,5.61835,7.95881,300.225,851.817,0.0,0.51567,318.031,81.9681,81.9691,81.9489,81.9501,0,0,84.4585,84.496,52.9308,53.4307,671.928,687.039,68.5119,67.1274,32.5226,29.4824,0.0,0.0,119.662,107.667,104.497,104.494,0.0,67.0072,94.551,94.551,119.522,0.0,306.896,315.639,298.011,306.772,298.082,315.314,297.661,297.661,316.193,292.481,292.481,318.56,344.782,40.3762,306.896,-8.96444,-8.96444,12.618,1.98927,1.2618,0.139919,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,5.61835,53.7876,100.0,0.928132,96.1921,0.274218,5.61835,129.835
6.000,51.2781,51.4998,-11.2971,7.68234,300.143,858.277,0.0,0.0,307.185,82.5206,82.5223,82.5185,82.5216,0,0,62.9707,62.3077,43.4153,47.1532,525.856,537.935,65.8591,64.5087,26.6974,23.7318,0.0,0.0,108.701,81.3493,88.6945,88.6928,0.0,67.007,92.5831,92.5831,119.522,0.0,306.226,314.875,297.298,306.063,297.463,314.453,297.145,297.145,304.655,292.207,292.207,305.286,344.782,40.3762,306.226,-9.51552,-9.51552,12.618,1.83833,1.2618,0.137954,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.02546,99.696,0.277993,0.0,129.506
7.000,36.1997,36.1797,-17.7838,7.47511,300.073,929.33,0.0,0.0,298.01,82.5244,82.5261,82.5291,82.532,0,0,49.4721,48.2814,53.0809,56.7891,366.334,372.062,63.2936,62.3891,21.0635,19.0773,0.0,0.0,99.9866,88.515,88.2221,88.2305,0.0,67.0069,90.7138,90.7138,119.522,0.0,304.505,313.068,295.656,304.749,295.755,313.479,296.257,296.257,300.498,292.113,292.119,300.511,344.782,40.3762,304.997,-9.40257,-9.40257,12.618,1.97511,1.2618,0.135421,0.0,0.0,1.73367,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.11021,102.037,0.281378,0.0,130.839
8.000,4.37267,5.15085,-19.0422,7.35305,300.024,1168.79,0.0,0.0,293.635,82.2997,82.3003,82.29,82.2965,0,0,35.6804,34.9994,41.1719,44.3169,193.431,194.337,60.8492,60.4801,15.6958,14.8852,0.0,0.0,80.3244,70.0453,98.8877,98.8946,0.0,67.0068,90.5563,90.5563,119.522,0.0,303.349,311.832,294.719,303.527,294.804,312.091,294.846,294.846,299.087,292.082,292.1,298.868,344.782,40.3763,303.571,-8.12476,-8.12476,12.618,2.11151,1.2618,0.137373,0.0,0.0275746,3.06333,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.18229,103.905,0.284561,0.0,131.798
9.000,0.0,0.0,-19.2403,7.25695,299.975,1205.4,0.0,0.0,288.842,81.938,81.9367,81.9334,81.9385,0,0,34.4104,34.8927,25.3861,35.5294,0.0,0.0,58.8272,58.6437,11.2555,10.8527,0.0,0.0,98.0978,85.25,92.2629,92.2721,0.0,67.0493,89.3871,89.3871,119.522,0.0,303.113,311.593,294.291,303.032,294.366,311.376,294.213,294.213,297.517,292.059,292.089,297.54,344.782,40.377,303.113,-8.44842,-8.44842,12.618,2.5278,1.2618,0.141107,0.0,5.88851,12.4959,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.24558,105.409,0.287483,0.0,134.459
