Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT501_VALUE_BAR,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,101.91,102.936,1408.66,45.9249,309.056,851.014,381.0,100.016,1933.29,73.017,73.017,72.9347,72.9347,0,0,565.396,565.397,562.875,562.875,1136.6,1141.25,78.3636,78.3636,78.3388,54.1544,54.1019,0.0,0.0,119.662,114.15,112.662,112.621,52.6912,67.0079,129.477,129.477,156.803,0.0216731,308.922,326.246,292.747,308.984,292.747,324.908,292.754,292.754,333.696,293.058,293.058,344.684,344.782,40.3762,308.995,3.72599,3.72599,5.4949,4.42035,1.2618,0.139774,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.66,53.7876,27.6958,0.00798531,44.1198,0.263007,1408.66,0.00164564
1.000,100.737,102.727,1410.72,37.0078,307.274,850.7,357.568,100.144,1488.47,73.9251,73.9251,73.7502,73.7492,0,0,606.053,606.07,548.0,547.955,1125.6,1146.22,78.8648,78.8648,78.2699,55.1523,53.9507,0.0,0.0,119.662,107.239,115.893,115.916,49.6889,67.0078,115.416,115.416,155.012,0.0,308.128,322.622,293.526,308.185,293.352,322.803,292.857,292.857,319.874,293.042,293.042,343.896,344.782,40.3762,308.185,-2.16624,-2.16624,6.02634,4.03328,1.2618,0.134401,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1410.72,53.7876,41.9419,0.209655,57.3215,0.263079,1410.72,0.00164564
2.000,99.3758,100.567,207.015,23.4701,300.665,850.652,201.359,16.144,1024.47,76.8855,76.8854,76.797,76.7966,0,0,209.794,209.892,83.4859,82.8957,1106.32,1126.26,77.8937,77.8937,76.5988,53.1245,50.281,0.0,0.0,119.662,111.528,118.02,117.999,41.1005,67.0076,106.874,106.874,150.088,0.0,307.422,320.001,294.777,307.369,294.574,320.054,293.223,293.223,317.064,292.992,292.992,341.526,344.782,40.3762,307.422,-5.5544,-5.5544,6.47359,3.7176,1.2618,0.129537,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,207.015,53.7876,100.0,0.482263,72.2288,0.264131,207.015,0.30775
3.000,84.787,85.5644,65.1572,8.48549,300.466,850.727,45.1485,4.98066,340.96,78.3715,78.3714,78.3315,78.3312,0,0,239.937,240.008,163.954,163.453,1039.71,1064.55,75.1861,75.1861,73.0411,47.1787,42.4684,0.0,0.0,119.662,113.997,118.519,118.49,25.4785,67.0075,100.085,100.085,140.876,0.0,306.969,317.783,296.131,306.839,295.937,317.647,293.713,293.713,317.095,292.883,292.883,336.727,344.782,40.3762,306.969,-7.58172,-7.58172,6.51771,3.61107,1.2618,0.129374,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,65.1572,53.7876,100.0,0.692319,83.9277,0.266847,65.1572,24.4912
4.000,75.1965,75.567,25.8964,8.00976,300.346,851.078,0.0,2.02328,320.209,78.7304,78.7304,78.7234,78.7233,0,0,220.803,220.837,203.421,203.182,844.824,863.933,72.6842,72.6842,70.5294,41.6847,36.9529,0.0,0.0,119.662,92.2852,117.849,117.817,5.21211,67.0073,94.6111,94.6111,127.611,0.0,306.641,315.518,297.462,306.863,297.848,315.608,294.724,294.724,316.467,292.715,292.715,329.264,344.782,40.3762,306.863,-8.89357,-8.89357,7.91565,3.48596,1.2618,0.126881,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,25.8964,53.7876,100.0,0.875408,93.2825,0.270659,25.8964,121.769
5.000,69.3611,68.9744,4.58694,7.77837,300.253,852.084,0.0,0.452576,310.545,78.6234,78.6233,78.661,78.661,0,0,202.071,202.131,203.093,203.098,714.699,724.648,70.3084,70.3084,68.9611,36.4676,33.5091,0.0,0.0,119.525,68.4821,102.459,102.399,0.0,67.0072,91.3372,91.3372,119.522,0.0,305.729,314.377,296.584,305.703,296.824,314.195,296.549,296.549,315.279,292.463,292.463,317.704,344.782,40.3762,305.729,-9.86935,-9.86935,9.31483,3.34098,1.2618,0.126549,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,4.58694,53.7876,100.0,1.02282,99.1041,0.2749,4.58694,136.506
6.000,60.6143,59.8161,-14.3702,7.60569,300.174,857.393,0.0,0.0,303.285,78.3881,78.388,78.4371,78.4372,0,0,167.559,167.617,202.538,202.599,592.64,596.876,67.6483,67.6483,67.9095,30.6263,31.1998,0.0,0.0,112.349,78.2486,85.5379,85.4798,0.0,67.007,90.9512,90.9512,119.522,0.0,305.307,315.201,295.605,304.704,295.881,313.466,296.186,296.186,303.335,292.178,292.178,303.782,344.782,40.3762,305.607,-10.9596,-10.9596,10.4698,3.09989,1.2618,0.125171,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.13501,102.741,0.278866,0.0,138.135
7.000,51.3851,50.2056,-17.9171,7.54504,300.106,854.053,0.0,0.0,301.046,77.9033,77.9033,77.9541,77.9542,0,0,138.214,138.264,205.796,205.877,466.084,457.091,65.355,65.355,67.4785,25.5902,30.2533,0.0,0.0,108.309,0.0,97.1546,97.1265,0.0,67.0069,87.7469,87.7469,119.522,0.0,302.89,313.579,292.389,303.002,293.386,312.825,295.506,295.506,300.201,292.109,292.111,300.247,344.782,40.3763,304.699,-11.6112,-11.6112,11.4185,1.72732,1.2618,0.121289,0.0,0.0,1.73895,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.21566,104.956,0.28235,0.0,139.522
8.000,38.5686,37.3269,-19.1011,7.42347,300.054,854.347,0.0,0.0,296.09,77.2925,77.2925,77.3243,77.3244,0,0,119.089,119.126,163.583,163.684,329.212,322.455,62.0748,62.0748,66.3391,20.1448,28.4894,0.0,0.0,119.662,0.0,104.566,104.656,0.0,67.0068,84.6179,84.6179,119.522,0.0,302.099,311.876,292.055,302.234,293.055,311.147,293.75,293.75,297.285,292.053,292.055,297.306,344.782,40.3763,302.968,-12.2361,-12.2361,12.2146,1.58611,1.2618,0.128441,0.0,0.0275895,3.06586,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.29121,106.661,0.285448,0.0,139.785
9.000,14.3594,12.2382,-19.3836,7.32002,300.003,855.846,0.0,0.0,291.979,76.444,76.4435,76.4748,76.4749,0,0,105.485,105.616,142.996,143.118,183.734,172.577,57.9885,57.9885,62.9245,15.5743,25.5539,0.0,0.0,113.797,0.0,94.2841,94.4121,0.0,67.0382,81.144,81.144,119.522,0.0,300.674,310.791,290.157,300.757,291.27,309.854,292.465,292.464,294.665,292.006,292.007,294.696,344.782,40.3769,301.745,-13.8732,-13.8732,12.618,1.44279,1.2618,0.121585,0.0,15.8547,26.0589,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.384,108.706,0.288895,0.0,139.056
