Variable,hmi_MFWFT511_VALUE,hmi_MFWFT521_VALUE,hmi_TCSWT1_VALUE,hmi_RRCNP10_VALUE,hmi_RCSTT499B_VALUE,hmi_RCSCT5_VALUE,hmi_RRCYT100_VALUE,hmi_MGPWT11_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPV455B_VALUE,hmi_RCSPV455C_VALUE,hmi_MRSFT512_VALUE,hmi_MRSFT522_VALUE,hmi_MRSFT532_VALUE,hmi_MRSFT542_VALUE,hmi_MRSFT510_VALUE,hmi_MRSFT520_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT501_VALUE_BAR,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_AFWFT2_VALUE,hmi_AFWFT9_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSFT434_VALUE,hmi_RCSFT444_VALUE,hmi_RCSLT459_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT403_VALUE,hmi_RCSPT405_VALUE,hmi_RCSPT455A_VALUE,hmi_RCSPT469A_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT468A_VALUE,hmi_RCSTC502_VALUE,hmi_RCSTT1734_VALUE,hmi_RCSTT1735_VALUE,hmi_CVCFT121_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT161B_VALUE,hmi_RHRFT988_VALUE,hmi_HPCFT918_VALUE,hmi_HPCFT922_VALUE,hmi_CSSFT5_VALUE,hmi_CSSFT11_VALUE,hmi_ASILT950_VALUE,hmi_ASILT952_VALUE,hmi_ASILT954_VALUE,hmi_MGPWT1_VALUE,hmi_ASILT956_VALUE,hmi_CTMCT27_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,hmi_CPSRT591_VALUE,hmi_MGPWT01_VALUE,hmi_HPCPT947_VALUE
0.000,102.079,102.837,1408.66,42.2283,309.056,851.004,381.0,100.014,1751.55,72.9818,72.9818,72.9244,72.9244,0,0,564.388,564.388,563.224,563.225,1136.83,1141.13,78.3582,78.3582,78.34,54.1438,54.1045,0.0,0.0,119.662,114.347,113.796,114.033,52.7005,67.0079,128.995,128.995,156.807,0.0211028,308.931,326.221,292.746,308.989,292.746,324.907,292.754,292.754,333.682,293.058,293.058,344.687,344.782,40.3762,308.999,3.44567,3.44567,5.48866,4.42104,1.2618,0.140349,0.0,0.0,0.0,0.0,1.35899e-05,53.6741,54.402,54.0328,1408.66,53.7876,27.6962,0.00855564,44.1354,0.263007,1408.66,0.00164564
1.000,101.486,103.035,1410.4,31.8077,309.056,850.706,381.0,100.123,1309.77,73.2782,73.2782,73.1429,73.1428,0,0,596.497,596.511,554.265,554.227,1128.69,1144.36,78.7437,78.7437,78.3007,54.9111,54.0182,0.0,0.0,119.662,113.707,116.905,116.863,49.7199,67.0078,116.162,116.162,155.07,0.0,308.152,322.932,293.255,308.17,293.187,323.045,292.882,292.882,320.551,293.042,293.042,343.904,344.782,40.3762,308.17,-1.88955,-1.88955,6.01327,4.0426,1.2618,0.134813,0.0,0.0,0.0,0.0,6.45034e-06,53.6741,54.402,54.0328,1410.4,53.7876,41.8739,0.167828,54.3587,0.263076,1410.4,0.00164564
2.000,99.3495,100.342,248.832,11.9767,300.889,850.661,248.221,17.6395,503.696,76.1651,76.165,76.0937,76.0932,0,0,290.531,290.736,155.796,155.152,1116.16,1137.91,78.6414,78.6414,77.859,54.7075,53.0485,0.0,0.0,119.662,116.971,119.662,119.662,41.1858,67.0076,106.757,106.757,150.171,0.0,307.253,320.147,294.197,307.211,294.079,320.135,293.269,293.269,317.335,292.992,292.992,341.551,344.782,40.3762,307.253,-5.73408,-5.73408,6.46778,3.7193,1.2618,0.129334,0.0,0.0,0.0,1.7813e-05,0.0,53.6741,54.402,54.0328,248.832,53.7876,100.0,0.445677,69.0481,0.263606,248.832,0.307369
3.000,87.9043,88.6555,82.3639,8.40815,300.513,850.712,92.0115,6.52376,341.91,77.9733,77.9732,77.9331,77.9327,0,0,205.663,205.743,125.851,125.3,1036.55,1053.4,75.4548,75.4548,73.8545,47.7689,44.2547,0.0,0.0,119.662,119.333,119.662,119.662,25.5298,67.0075,99.3697,99.3697,140.879,0.0,306.595,317.688,295.436,306.488,295.293,317.598,293.742,293.742,317.014,292.884,292.884,336.744,344.782,40.3762,306.595,-7.93047,-7.93047,6.52516,3.6035,1.2618,0.129062,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,82.3639,53.7876,100.0,0.718845,83.5349,0.265749,82.3639,24.3895
4.000,78.5839,79.2231,34.2608,7.95892,300.383,851.044,0.0,2.67228,318.078,78.594,78.594,78.5669,78.5667,0,0,211.431,211.479,170.303,169.983,831.754,848.175,72.7798,72.7798,70.8615,41.8947,37.6822,0.0,0.0,119.662,107.063,119.662,119.662,5.20433,67.0073,94.197,94.197,127.55,0.0,306.858,315.735,297.81,306.399,297.216,315.595,294.714,294.714,316.477,292.715,292.715,329.26,344.782,40.3762,306.858,-9.29508,-9.29508,7.9249,3.47872,1.2618,0.12674,0.0,0.0,0.0,0.0,0.0,53.6741,54.402,54.0328,34.2608,53.7876,100.0,0.930447,94.2577,0.26939,34.2608,121.551
5.000,72.4601,73.0218,9.54061,7.71322,300.284,852.394,0.0,0.807519,308.018,78.6375,78.6375,78.6173,78.6174,0,0,218.87,218.925,188.702,188.682,701.425,711.215,70.6581,70.6581,68.8538,37.2355,33.2734,0.0,0.0,109.948,77.7374,103.313,103.251,0.0,67.0072,91.4439,91.4439,119.522,0.0,305.894,314.594,296.963,305.745,297.13,314.152,296.502,296.502,315.284,292.463,292.463,317.676,344.782,40.3762,305.894,-10.0129,-10.0129,9.32048,3.33604,1.2618,0.126545,0.0,0.0,0.0,1.3448e-06,0.0,53.6741,54.402,54.0328,9.54061,53.7876,100.0,1.09188,100.71,0.273693,9.54061,136.14
6.000,64.2367,64.2744,-8.65648,7.55095,300.203,866.46,0.0,0.0,302.096,78.3784,78.3784,78.3896,78.3897,0,0,186.923,186.98,175.575,175.618,574.767,580.969,68.8638,68.8638,67.4033,33.2955,30.0882,0.0,0.0,112.829,94.1916,80.1483,80.0941,0.0,67.007,89.8789,89.8789,119.522,0.0,304.545,313.323,295.362,304.601,295.556,313.327,295.973,295.973,302.023,292.16,292.16,302.864,344.782,40.3762,304.8,-9.8347,-9.8347,10.4853,3.09001,1.2618,0.124619,0.0,0.0,0.0,0.0,6.48551e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.19228,104.188,0.277562,0.0,137.391
7.000,55.5441,54.9813,-17.1848,7.41061,300.132,992.638,0.0,0.0,295.771,77.6364,77.6364,77.6721,77.6723,0,0,149.955,150.003,165.531,165.655,444.848,446.069,66.8353,66.8353,66.2456,28.8409,27.5459,0.0,0.0,88.4674,73.0161,95.0045,95.0197,0.0,67.0069,86.6709,86.6709,119.522,0.0,302.867,311.443,293.959,303.138,294.105,311.81,294.332,294.332,297.212,292.052,292.06,297.251,344.782,40.3762,303.282,-10.6305,-10.6305,11.4392,1.75156,1.2618,0.120267,0.0,0.0,1.69494,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.27017,106.17,0.280661,0.0,138.736
8.000,45.3208,43.0553,-18.7946,7.33305,300.08,1266.25,0.0,0.0,292.166,76.4362,76.4362,76.5275,76.5277,0,0,67.9326,67.9573,156.108,156.285,325.564,317.003,61.6852,61.6852,63.4828,21.9902,24.246,0.0,0.0,114.151,79.6967,84.3224,84.4238,0.0,67.0068,82.2908,82.2908,119.522,0.0,299.673,308.695,289.808,300.34,290.115,309.884,292.407,292.406,292.378,294.138,294.138,292.467,344.782,40.3763,301.286,-12.0515,-12.0515,12.2548,1.59879,1.2618,0.131507,0.0,0.0276103,3.06959,0.0,0.0,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.33179,107.589,0.283434,0.0,139.236
9.000,23.2454,18.4187,-19.2629,7.31211,300.028,1111.49,0.0,0.0,291.859,75.3876,75.3871,75.5482,75.5478,0,0,0.0,0.0,175.554,175.771,202.116,183.166,53.8619,53.8619,59.0805,13.0481,22.1142,0.0,0.0,0.0,83.8999,72.506,72.508,0.0,67.0384,84.6002,84.6002,119.522,0.0,298.878,308.444,291.196,299.605,289.282,308.841,291.779,291.779,292.734,293.461,293.461,292.472,344.782,40.3769,300.269,-9.21434,-9.21434,12.618,1.44594,1.2618,0.123156,0.0,10.0228,24.2305,9.99982e-06,8.36542e-06,53.6741,54.402,54.0328,0.0,53.7876,100.0,1.40543,109.115,0.28628,0.0,140.062
