hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
851.004,1751.55,72.9818,72.9818,72.9244,72.9244,78.3582,78.34,119.662,114.347,67.0079,128.995,326.221,292.746,292.746,324.907,292.754,292.754,344.687,3.44567,0.00855564,44.1354,1
850.706,1309.77,73.2782,73.2782,73.1429,73.1428,78.7437,78.3007,119.662,113.707,67.0078,116.162,322.932,293.255,293.187,323.045,292.882,292.882,343.904,-1.88955,0.167828,54.3587,2
850.661,503.696,76.1651,76.165,76.0937,76.0932,78.6414,77.859,119.662,116.971,67.0076,106.757,320.147,294.197,294.079,320.135,293.269,293.269,341.551,-5.73408,0.445677,69.0481,3
850.712,341.91,77.9733,77.9732,77.9331,77.9327,75.4548,73.8545,119.662,119.333,67.0075,99.3697,317.688,295.436,295.293,317.598,293.742,293.742,336.744,-7.93047,0.718845,83.5349,4
851.044,318.078,78.594,78.594,78.5669,78.5667,72.7798,70.8615,119.662,107.063,67.0073,94.197,315.735,297.81,297.216,315.595,294.714,294.714,329.26,-9.29508,0.930447,94.2577,5
852.394,308.018,78.6375,78.6375,78.6173,78.6174,70.6581,68.8538,109.948,77.7374,67.0072,91.4439,314.594,296.963,297.13,314.152,296.502,296.502,317.676,-10.0129,1.09188,100.71,6
866.46,302.096,78.3784,78.3784,78.3896,78.3897,68.8638,67.4033,112.829,94.1916,67.007,89.8789,313.323,295.362,295.556,313.327,295.973,295.973,302.864,-9.8347,1.19228,104.188,7
992.638,295.771,77.6364,77.6364,77.6721,77.6723,66.8353,66.2456,88.4674,73.0161,67.0069,86.6709,311.443,293.959,294.105,311.81,294.332,294.332,297.251,-10.6305,1.27017,106.17,8
1266.25,292.166,76.4362,76.4362,76.5275,76.5277,61.6852,63.4828,114.151,79.6967,67.0068,82.2908,308.695,289.808,290.115,309.884,292.407,292.406,292.467,-12.0515,1.33179,107.589,9
1111.49,291.859,75.3876,75.3871,75.5482,75.5478,53.8619,59.0805,0.0,83.8999,67.0384,84.6002,308.444,291.196,289.282,308.841,291.779,291.779,292.472,-9.21434,1.40543,109.115,10
929.778,285.323,74.5071,74.5068,74.6875,74.6864,49.3523,57.9291,93.0677,89.6077,67.1162,81.9883,312.337,290.082,295.212,308.995,291.924,291.924,294.588,-14.7438,1.47373,110.558,11
995.663,281.35,73.9657,73.9556,73.6234,73.6231,43.8417,56.1464,119.662,0.0,67.1508,80.7919,309.691,291.443,292.644,307.16,289.806,289.805,293.783,-13.0585,1.54236,111.968,12
975.519,277.915,74.3934,74.3728,72.352,72.3601,54.229,52.7641,36.1835,0.0,67.1685,79.8116,310.214,293.061,293.087,307.581,289.31,289.308,297.123,-14.3824,1.64499,113.943,13
976.762,276.083,74.5724,74.5609,73.2733,73.2732,52.5819,44.9957,45.2324,0.0,67.1777,75.6657,303.749,290.37,290.761,287.042,279.193,276.188,290.467,-11.4509,1.69539,114.961,14
984.288,271.13,74.8913,74.8938,73.611,73.611,58.0542,57.8573,50.4696,7.4316,67.1848,83.2427,309.89,294.028,294.469,309.997,294.421,294.413,296.815,-11.4169,1.76557,116.08,15
1008.92,268.122,74.7389,74.7425,73.9088,73.9087,58.131,60.5272,80.039,0.282248,67.1917,79.8258,308.196,292.264,292.824,308.724,292.843,292.838,293.658,-12.8801,1.82258,117.015,16
1064.45,265.739,74.7144,74.7177,73.8991,73.8991,55.8843,60.4719,88.4015,0.0,67.1988,76.9656,307.804,289.831,290.522,306.707,290.791,290.775,291.093,-14.3716,1.88062,117.923,17
1100.54,261.956,74.6119,74.6156,73.8934,73.8934,55.0134,58.3518,30.4591,28.4729,67.2057,77.5835,306.502,291.088,291.238,306.225,290.806,290.801,290.93,-12.5392,1.96905,119.306,18
1042.7,260.322,74.3597,74.3617,73.6514,73.6515,52.8548,55.8165,53.7434,0.0,67.2127,73.6925,305.696,289.69,290.322,305.3,289.694,289.689,288.218,-15.1693,2.00244,119.848,19
1008.86,258.233,73.9601,73.9548,73.2633,73.2633,49.2072,52.428,62.1609,0.0,67.2196,71.5399,304.876,288.811,289.565,304.116,288.577,288.572,286.259,-16.35,2.03351,120.116,20
998.161,256.073,73.5933,73.5881,72.8926,72.8927,44.6039,47.7097,60.0257,0.2416,67.2264,70.5189,304.735,288.263,288.794,303.624,288.034,288.029,285.292,-17.1839,2.06589,120.225,21
1011.11,253.879,73.2364,73.2307,72.55,72.5501,42.6652,44.0431,57.5487,3.47999,67.2328,69.2579,304.187,287.657,288.489,303.007,287.453,287.448,284.096,-17.8638,2.09493,120.378,22
1039.28,251.778,72.8674,72.8612,72.1722,72.1723,41.4839,42.5603,57.1319,2.52686,67.2408,67.555,303.1,286.748,287.358,301.963,286.599,286.594,282.506,-18.4792,2.12145,120.522,23
1061.96,249.8,72.4125,72.406,71.7529,71.753,40.4682,41.2372,50.2035,4.26933,67.2485,66.0465,301.959,285.845,286.385,301.264,285.845,285.84,280.95,-18.8875,2.14523,120.628,24
1069.83,247.96,71.8705,71.8636,71.2755,71.2756,39.5836,40.1669,43.7744,3.09993,67.2555,64.7262,300.842,284.997,285.544,300.897,285.208,285.204,279.595,-19.2162,2.16427,120.66,25
1069.92,246.208,71.2645,71.2573,70.7772,70.7773,38.849,39.4173,42.4457,2.36518,67.2632,63.5854,300.032,284.297,284.881,300.917,284.66,284.656,278.485,-20.4632,2.17956,120.643,26
1069.36,244.488,70.6178,70.6101,70.2865,70.2866,38.3606,39.0155,42.7513,2.46576,67.2714,62.4767,299.374,283.62,284.222,300.833,284.068,284.065,277.435,-21.5956,2.19385,120.618,27
1070.4,242.798,69.9198,69.9118,69.8005,69.8005,38.1111,38.9546,42.528,2.51313,67.2795,61.2269,298.656,282.856,283.468,300.454,283.347,283.344,276.202,-22.6157,2.20809,120.604,28
1075.14,241.168,69.2298,69.2251,69.3446,69.3418,38.0028,39.1085,41.7218,2.43193,67.2874,59.9259,297.908,282.026,282.65,299.931,282.551,282.548,274.852,-23.5815,2.22198,120.596,29
1086.7,239.597,68.5299,68.5307,68.8667,68.8582,38.0234,39.314,40.5182,2.4768,67.2953,58.6513,297.145,281.167,281.798,299.296,281.728,281.725,273.502,-24.4393,2.23524,120.589,30
1105.65,238.081,67.8411,67.845,68.3818,68.3702,38.1701,39.5008,39.0152,2.58012,67.3039,57.3623,296.4,280.324,280.958,298.736,280.919,280.916,272.117,-25.422,2.24766,120.577,31
1128.68,236.612,67.1579,67.1638,67.8968,67.8832,38.3612,39.6721,37.2422,2.61256,67.3127,56.0349,295.611,279.42,280.056,298.213,280.045,280.043,270.668,-26.5236,2.25936,120.561,32
1154.59,235.188,66.4912,66.4987,67.4126,67.3975,38.5855,39.8282,35.2266,2.49035,67.3208,54.6528,294.807,278.464,279.108,297.701,279.114,279.113,269.146,-27.7439,2.27041,120.543,33
1178.95,233.803,65.8324,65.8411,66.9293,66.9131,38.8142,39.9687,33.0847,2.21751,67.3294,53.2048,293.995,277.447,278.104,297.168,278.117,278.116,267.503,-29.0696,2.2807,120.521,34
1204.94,232.452,65.1367,65.1467,66.4065,66.3894,38.9976,40.0893,30.8772,1.72748,67.3378,51.6877,293.174,276.364,277.056,296.625,277.048,277.05,265.74,-30.5242,2.29018,120.493,35
1231.7,231.131,64.4242,64.4352,65.8672,65.8493,39.0917,40.1614,28.5607,1.27175,67.3465,50.0999,292.314,275.205,275.946,296.044,275.901,275.905,263.848,-32.0906,2.29885,120.457,36
1258.62,229.841,63.7098,63.7218,65.3323,65.3135,39.2366,40.3057,26.1861,0.844302,67.3556,48.4357,291.398,273.961,274.783,295.437,274.669,274.675,261.812,-33.7976,2.3067,120.415,37
1285.57,228.585,62.998,63.0107,64.7961,64.7765,39.4216,40.4884,23.872,0.411855,67.3646,46.6804,290.418,272.617,273.604,294.786,273.338,273.347,259.607,-35.6583,2.31375,120.364,38
1309.8,227.366,62.2917,62.3051,64.2617,64.2413,39.6268,40.6807,21.7102,0.0764868,67.3743,44.844,289.367,271.17,272.585,294.099,271.905,271.918,257.227,-37.6795,2.31998,120.3,39
1330.81,226.184,61.5877,61.6017,63.7329,63.7119,39.838,40.9368,19.7239,0.0162365,67.3836,42.9473,288.173,269.613,271.345,293.298,270.376,270.392,254.676,-39.7655,2.32543,120.223,40
1356.37,225.026,60.8845,60.8987,63.2259,63.2047,40.0295,41.2778,17.9371,0.0270084,67.3927,40.9999,286.885,267.97,269.774,292.627,268.758,268.779,251.98,-41.6783,2.33021,120.141,41
1394.45,223.891,60.1578,60.1579,62.7392,62.7316,40.2141,41.676,16.357,0.0196742,67.4017,38.9295,285.535,266.185,268.12,290.977,266.982,267.006,249.026,-42.5224,2.3343,120.053,42
1626.28,222.777,59.368,59.3681,62.3002,62.2928,40.2386,41.9555,15.0009,0.0,67.411,36.7722,284.185,264.237,266.297,289.697,265.05,265.075,245.809,-44.0257,2.33762,119.958,43
1642.61,221.822,58.5816,58.5817,61.8602,61.8529,40.299,42.1715,13.8614,0.0,67.421,34.5041,282.811,262.028,263.28,288.368,262.86,262.888,242.227,-45.8754,2.34015,119.856,44
1747.14,220.744,57.8114,57.8115,61.4295,61.4223,40.4953,42.3693,12.8634,0.0,67.4306,32.6037,281.531,259.892,261.202,286.661,260.846,260.881,238.961,-47.0698,2.34197,119.748,45
1855.12,219.697,57.0739,57.074,61.0029,60.9957,40.7147,42.6375,11.0007,0.0,67.44,30.1791,279.846,257.575,259.075,285.494,258.594,258.651,234.893,-49.9709,2.34314,119.636,46
1817.36,218.682,56.377,56.3771,60.5668,60.5596,40.9976,42.7008,10.1304,0.394045,67.449,28.4968,278.357,256.976,256.89,284.743,256.549,256.622,231.786,-52.3155,2.34398,119.544,47
1887.86,217.839,55.7001,55.7002,60.1561,60.149,41.2406,43.0671,9.1363,0.76937,67.4583,26.3871,276.627,261.265,255.803,283.251,254.893,256.825,227.909,-55.0583,2.34578,119.634,48
1888.84,217.061,55.0237,55.0238,59.6939,59.6868,41.2186,42.9853,9.37596,0.0,67.4671,24.8743,274.703,259.32,252.559,278.865,254.636,263.987,225.459,-53.9744,2.34651,119.734,49
2062.84,216.151,54.3871,54.3872,59.2837,59.2767,41.4616,43.1833,7.82399,0.573555,67.4767,22.4505,273.478,261.426,250.604,279.591,267.344,268.216,220.599,-60.4938,2.34594,119.787,50
2070.66,215.236,53.7625,53.7626,58.9022,58.8951,41.6139,43.409,7.2999,0.40838,67.4869,20.8719,270.557,257.56,247.257,275.624,270.594,271.758,216.047,-60.6604,2.34425,119.816,51
2117.27,214.361,53.1916,53.1917,58.5716,58.5645,41.8558,43.7612,6.6907,0.254642,67.4966,19.2661,270.103,255.447,245.832,276.265,270.549,270.152,212.422,-65.8199,2.34155,119.787,52
2146.75,213.552,52.6681,52.6682,58.2892,58.2821,42.2228,44.2376,5.99121,0.243008,67.507,17.3425,268.761,256.722,242.359,273.776,272.175,272.018,207.456,-69.185,2.33783,119.775,53
2016.7,212.873,52.1802,52.1803,57.975,57.9681,42.5002,44.6729,5.49715,0.0,67.5168,15.8783,266.645,257.911,239.26,271.957,268.918,271.656,202.741,-71.8531,2.33293,119.755,54
2153.4,212.079,51.7328,51.7328,57.5969,57.59,42.8044,44.4105,4.70324,1.16225,67.5266,14.5173,263.897,258.999,238.675,268.146,251.222,269.289,199.806,-72.7699,2.32738,119.716,55
2025.02,211.333,51.2756,51.2757,57.2456,57.2387,42.9124,44.1017,4.35492,2.57563,67.5365,12.936,261.618,262.082,233.727,267.625,266.04,271.346,194.164,-79.5751,2.32084,119.644,56
2093.22,210.59,50.7993,50.7994,56.9597,56.9527,42.5823,44.3074,4.27564,0.0,67.5463,11.5702,259.737,230.926,231.315,265.335,236.141,235.422,189.797,-78.3452,2.31351,119.544,57
2000.09,209.802,50.3466,50.3466,56.7365,56.7295,42.5747,44.9396,4.33166,0.0,67.5562,10.7579,259.294,227.384,227.514,252.011,225.395,253.798,184.486,-75.5117,2.30493,119.361,58
2136.47,209.077,49.9543,49.9544,56.5601,56.5531,42.9907,45.5046,3.74546,0.221473,67.5663,10.2101,256.962,226.992,225.764,262.294,230.097,230.093,184.701,-80.8494,2.29584,119.143,59
2102.97,208.343,49.604,49.604,56.3984,56.3914,43.4563,46.0725,3.44088,0.481443,67.5764,8.97727,256.055,223.426,222.824,260.235,259.888,252.521,179.594,-84.6216,2.2862,118.918,60
2076.11,207.617,49.3013,49.3014,56.238,56.231,43.8721,46.4086,2.96416,0.579568,67.5858,7.96536,254.056,220.258,219.657,258.136,268.8,267.972,175.124,-98.6253,2.27621,118.698,61
2072.4,206.906,49.0352,49.0352,56.0643,56.0574,44.2513,46.5494,2.40641,0.490214,67.5964,7.1309,252.44,233.213,224.189,256.202,269.835,270.051,171.277,-104.853,2.26611,118.52,62
2077.51,206.226,48.8022,48.8022,55.8937,55.8868,44.5521,46.5671,2.05465,0.430537,67.6076,6.40305,250.092,245.067,239.461,254.706,269.047,269.38,167.846,-108.469,2.25577,118.389,63
2082.69,205.558,48.5884,48.5884,55.7358,55.7289,44.7326,46.6045,1.85577,0.423775,67.6183,5.76023,248.151,240.711,241.579,252.867,266.225,266.581,164.738,-109.162,2.24514,118.267,64
2087.87,204.92,48.3779,48.378,55.5756,55.5687,44.8686,46.6633,1.75437,0.448279,67.6289,5.21947,246.168,227.124,230.428,250.906,260.524,260.912,162.005,-106.875,2.23425,118.126,65
2097.6,204.287,48.1699,48.1699,55.4146,55.4077,44.9706,46.7152,1.79069,0.505898,67.6396,4.76673,243.86,208.388,207.887,248.965,252.084,252.472,159.601,-101.67,2.22288,117.949,66
2106.23,203.668,47.9616,47.9616,55.2542,55.2473,45.0611,46.7786,1.66628,0.503392,67.6506,4.36849,241.579,205.996,205.441,246.746,243.526,243.902,157.445,-99.155,2.21094,117.732,67
2111.77,203.056,47.7566,47.7566,55.0914,55.0845,45.1623,46.8477,1.55231,0.586992,67.6611,4.07189,240.953,203.979,203.339,244.649,236.58,236.94,155.773,-99.701,2.19901,117.519,68
2230.9,202.475,47.5353,47.5353,54.9065,54.8997,45.2379,46.882,2.38486,2.20744,67.6712,4.30447,237.395,201.641,201.083,243.36,225.292,225.653,152.526,-96.3203,2.18694,117.31,69
2299.72,201.799,47.2936,47.2936,54.7121,54.7054,45.0747,46.7063,1.51122,0.528612,67.6816,3.76398,236.794,200.53,201.047,242.035,208.17,208.465,149.318,-100.083,2.17486,117.106,70
2248.0,201.27,47.0811,47.0812,54.5103,54.5036,45.1707,46.4303,0.958413,0.469353,67.6925,3.83838,239.019,236.985,206.412,240.663,207.18,207.466,150.151,-97.9622,2.16272,116.905,71
2199.15,200.704,46.8544,46.8544,54.3149,54.3082,45.3472,46.3645,1.85766,1.73176,67.7035,3.96317,234.344,198.851,198.118,240.393,205.403,205.676,149.146,-96.4722,2.15094,116.735,72
