hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
851.003,1731.65,72.972,72.972,72.9211,72.9211,78.3566,78.3404,119.662,114.47,67.0079,129.257,326.2,292.747,292.748,324.912,292.756,292.756,344.688,3.63264,0.00842127,44.1274,1
850.703,1296.09,73.2427,73.2427,73.1281,73.128,78.7045,78.3101,119.662,115.057,67.0078,116.394,323.02,293.185,293.136,323.104,292.886,292.885,343.907,-1.78748,0.16681,54.3122,2
850.661,511.221,76.142,76.1419,76.0779,76.0774,78.5953,77.9118,119.662,118.61,67.0076,107.171,320.334,294.006,293.923,320.301,293.277,293.277,341.564,-5.61439,0.412534,67.0703,3
850.705,342.54,77.9872,77.9872,77.9513,77.9509,75.326,73.9641,119.662,119.662,67.0075,99.7564,317.917,295.133,295.023,317.736,293.752,293.752,336.776,-7.91928,0.700028,82.3151,4
851.022,318.545,78.6435,78.6435,78.6185,78.6184,72.6774,70.9564,119.662,118.255,67.0073,94.3573,315.859,297.929,297.192,315.681,294.732,294.732,329.308,-9.3123,0.923932,93.7088,5
852.123,308.112,78.681,78.6809,78.659,78.6591,70.5502,68.9048,108.788,80.9279,67.0072,91.4317,314.636,297.032,297.156,314.201,296.536,296.536,317.774,-10.0633,1.08897,100.468,6
865.229,301.949,78.4458,78.4457,78.4498,78.4498,68.8143,67.4248,113.76,91.4205,67.007,89.8772,313.483,295.657,295.852,313.367,296.014,296.014,303.034,-9.9923,1.18746,103.999,7
1019.77,295.733,77.8162,77.8162,77.8167,77.8168,66.9408,66.2416,86.388,72.972,67.0069,87.0417,311.596,294.28,294.368,311.867,294.416,294.416,297.567,-10.4143,1.26598,106.008,8
1214.97,291.395,77.0815,77.0814,77.0905,77.0906,63.8994,64.0168,79.4873,50.238,67.0068,84.1112,310.132,292.353,292.765,310.216,292.827,292.826,294.909,-10.9645,1.32605,107.412,9
1189.56,290.408,76.5632,76.5619,76.5332,76.5325,59.7919,60.2007,119.662,20.0983,67.0383,87.0573,309.395,292.526,290.486,309.066,291.908,291.907,293.541,-7.93121,1.379,108.493,10
959.284,285.288,75.5942,75.5941,75.7538,75.7529,56.9602,58.0131,119.662,76.3871,67.1162,81.6439,310.901,293.001,293.342,308.716,291.574,291.573,294.089,-13.5823,1.44787,109.97,11
999.831,282.413,74.833,74.8262,74.8347,74.8326,51.6463,55.7165,119.04,110.739,67.1508,75.5541,309.375,288.478,288.636,308.72,291.166,291.165,292.857,-17.1761,1.51798,111.374,12
1012.48,278.212,72.9198,72.9202,73.6742,73.6652,48.0726,52.7371,57.4816,34.7776,67.1682,70.5301,305.425,287.774,287.914,307.503,288.583,288.582,286.405,-19.9411,1.57435,112.414,13
1116.86,274.949,72.3972,72.4007,73.1095,73.0982,41.0891,49.2257,100.071,95.3055,67.1775,76.5938,309.184,291.086,291.114,305.791,289.263,289.263,287.742,-16.0732,1.61845,113.168,14
1060.01,271.669,72.2747,72.2762,72.882,72.8834,41.7312,49.3554,33.2081,0.0,67.1844,75.3497,307.395,290.554,290.799,307.01,290.149,290.149,289.573,-15.3771,1.68711,114.432,15
1072.42,269.145,71.8393,71.839,72.2577,72.2616,42.079,49.1671,36.1888,13.0303,67.191,71.3627,305.354,288.403,288.543,306.45,288.738,288.738,286.298,-18.092,1.72423,115.022,16
1055.17,266.788,71.4251,71.4251,71.7139,71.7175,40.0166,45.36,31.1646,0.0,67.1975,68.609,304.076,287.312,287.84,304.224,287.491,287.492,282.097,-18.5437,1.7587,115.506,17
1129.16,263.984,70.5046,70.5048,71.1541,71.152,38.0384,42.5403,38.6178,3.54377,67.2041,65.2511,303.041,285.699,286.254,303.501,285.909,285.931,281.146,-21.2633,1.7894,115.931,18
1121.07,261.362,69.5869,69.5871,70.4821,70.4843,35.4233,39.2304,24.3479,23.5655,67.2108,61.8891,302.405,283.073,283.8,301.344,283.682,283.683,276.356,-23.8211,1.81775,116.302,19
1246.2,258.64,68.5769,68.5771,69.8073,69.8019,35.1753,35.6874,11.3296,27.1789,67.2175,61.7092,302.021,283.459,283.69,301.987,283.881,283.882,276.522,-23.6391,1.84658,116.689,20
1225.58,256.732,67.5172,67.5173,68.9816,68.977,34.9775,34.4588,39.7326,21.772,67.224,61.2642,299.521,290.409,290.609,298.192,282.307,282.308,274.847,-21.6406,1.88876,117.305,21
1216.99,254.547,66.854,66.8541,68.509,68.5034,36.4513,35.5427,31.5804,0.0,67.2315,60.6473,299.241,282.386,283.104,302.45,283.223,283.225,275.427,-25.2705,1.90916,117.564,22
1396.3,252.178,66.0956,66.0957,67.9686,67.9627,36.0455,36.7948,37.661,0.0,67.2383,55.9169,296.903,278.755,279.321,302.204,280.328,280.33,271.273,-30.6606,1.92758,117.719,23
1201.46,250.281,65.5943,65.5944,67.4495,67.4431,37.7003,37.2724,26.2757,12.595,67.2461,56.4367,298.573,280.362,280.479,299.57,280.53,280.534,270.991,-27.3848,1.95093,117.88,24
1187.44,248.364,64.952,64.9521,66.9623,66.9554,38.1823,37.9626,28.8616,0.0,67.2532,54.3683,296.116,278.67,279.519,300.103,279.354,279.358,268.836,-30.5071,1.96678,117.773,25
1186.4,246.47,64.3449,64.3451,66.4672,66.4599,38.3458,38.3661,33.6647,0.162395,67.2619,52.5252,295.501,277.474,278.421,299.115,278.04,278.045,266.713,-31.9054,1.97451,117.585,26
