hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
850.674,3743.71,72.9114,72.9114,72.9108,72.9108,78.3531,78.3487,103.905,102.27,67.0079,158.659,325.214,292.872,292.872,325.289,292.887,292.887,344.761,20.4537,0.0,43.3278,1
850.604,3741.48,72.9311,72.9311,72.9155,72.9155,78.3746,78.3291,104.258,102.728,67.0078,150.063,325.549,292.863,292.863,325.159,292.858,292.858,344.411,16.5143,0.008841,44.6056,2
850.554,3829.5,73.0043,73.0043,72.9645,72.9645,78.4631,78.3143,104.63,103.111,67.0076,149.384,325.896,292.943,292.943,325.121,292.897,292.897,343.244,15.7956,0.0207084,45.3003,3
850.556,3839.78,73.1049,73.1049,73.0408,73.0408,78.5841,78.2997,104.456,102.918,67.0075,151.716,325.939,293.068,293.068,325.019,292.961,292.961,341.461,16.3628,0.0316329,45.9214,4
850.602,3788.16,73.1874,73.1874,73.1102,73.1102,78.6356,78.2413,104.136,102.603,67.0073,151.149,325.783,293.189,293.188,325.001,292.999,292.999,340.044,15.0603,0.0420461,46.5008,5
850.679,3746.6,73.245,73.2449,73.1654,73.1654,78.6184,78.1764,104.078,102.562,67.0072,149.084,325.723,293.304,293.303,324.999,293.017,293.017,338.832,13.8595,0.0519775,47.0409,6
850.788,3712.1,73.2858,73.2858,73.2093,73.2092,78.5927,78.1444,104.081,102.583,67.007,146.804,325.657,293.402,293.401,324.955,293.027,293.027,337.611,12.6474,0.0615229,47.5488,7
850.951,3681.81,73.3154,73.3153,73.243,73.243,78.561,78.1417,104.115,102.636,67.0069,144.48,325.562,293.459,293.458,324.877,293.034,293.034,336.35,11.4186,0.0707953,48.0392,8
851.2,2925.82,74.349,74.3487,74.2962,74.2956,78.509,78.1602,104.169,102.709,67.0068,142.119,325.448,293.483,293.482,324.785,293.046,293.046,335.05,10.1624,0.0799211,48.5363,9
851.541,1181.32,76.9068,76.9068,76.8842,76.8837,76.8336,76.4538,104.322,102.879,67.0066,139.905,325.274,293.5,293.5,324.687,293.069,293.069,333.763,8.97861,0.088886,49.027,10
851.994,369.22,78.586,78.5859,78.5574,78.5571,74.1891,73.862,104.803,103.395,67.0065,136.528,324.772,293.574,293.574,324.02,293.15,293.15,332.257,7.87048,0.0976812,49.5043,11
852.543,349.133,79.5807,79.5806,79.5461,79.5459,72.7453,72.448,104.838,103.474,67.0063,132.258,323.282,293.909,293.907,322.246,293.473,293.473,330.178,7.13952,0.106242,49.9594,12
853.217,336.424,80.1989,80.1989,80.1614,80.1613,72.0003,71.6734,104.447,103.12,67.0062,128.164,321.226,294.487,294.484,320.045,294.028,294.028,327.792,6.6472,0.114575,50.3931,13
854.107,325.86,80.5632,80.5631,80.5232,80.5232,71.4654,71.0649,104.217,102.912,67.006,125.204,319.306,295.075,295.072,318.176,294.609,294.609,325.427,6.05191,0.122749,50.8082,14
855.635,316.808,80.805,80.805,80.7708,80.7708,70.8852,70.3501,103.875,102.604,67.0059,120.999,318.005,295.536,295.534,316.822,295.07,295.07,323.343,5.45397,0.130944,51.2337,15
858.348,309.013,80.9313,80.9313,80.9007,80.9007,70.0939,69.4864,103.698,102.441,67.0057,119.032,316.948,295.837,295.835,315.946,295.389,295.389,321.227,6.17771,0.139189,51.682,16
862.642,302.231,80.8686,80.8685,80.8404,80.8405,69.2891,68.6693,103.673,102.436,67.0056,116.278,316.372,295.901,295.9,315.322,295.477,295.477,319.383,4.86413,0.147573,52.1744,17
868.942,296.284,80.6978,80.6978,80.6688,80.6689,68.6298,68.0665,103.8,102.588,67.0054,113.139,316.062,295.891,295.89,314.879,295.477,295.477,317.305,2.97502,0.156484,52.8353,18
