hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
851.009,2476.7,72.9213,72.9213,72.9003,72.9003,78.3552,78.3466,117.464,113.658,67.0079,141.52,325.825,292.823,292.823,325.14,292.835,292.835,344.726,11.4348,0.0,43.7043,1
850.663,2226.65,73.1017,73.1016,73.0335,73.0334,78.5323,78.2944,119.662,113.722,67.0078,120.899,324.261,292.913,292.907,324.228,292.827,292.827,343.999,0.126275,0.0986945,50.9989,2
850.625,2041.02,74.6736,74.6735,74.6107,74.6102,78.7979,78.3517,119.662,114.847,67.0076,115.241,322.557,293.337,293.328,322.429,293.123,293.124,341.79,-2.04244,0.229529,58.8282,3
850.638,898.777,77.4104,77.4103,77.3695,77.369,76.8208,76.164,119.662,116.434,67.0075,110.641,321.085,293.852,293.842,320.852,293.419,293.419,337.36,-3.83464,0.342287,65.911,4
850.849,349.262,79.2539,79.2539,79.2032,79.2028,73.9739,73.1025,119.662,116.207,67.0073,106.483,319.713,294.542,294.53,319.427,293.769,293.769,330.696,-5.50296,0.447919,73.7092,5
851.366,334.654,80.258,80.2579,80.2101,80.2099,72.2478,70.9515,119.662,115.137,67.0072,101.974,318.106,295.708,295.687,317.858,294.586,294.586,322.395,-6.75269,0.542497,80.0755,6
853.296,323.507,80.6655,80.6654,80.6328,80.6328,71.1932,69.4066,119.662,114.309,67.007,97.9901,316.717,297.294,297.263,316.325,295.625,295.625,310.585,-7.82325,0.626123,84.657,7
860.757,311.541,80.5452,80.5452,80.5379,80.538,70.1222,68.3529,100.268,93.8886,67.0069,94.1324,315.056,297.861,297.883,314.95,297.648,297.649,304.218,-8.65828,0.702753,88.1258,8
902.784,301.149,80.2523,80.2523,80.2513,80.2513,68.7312,67.5879,93.2861,84.084,67.0068,91.2706,313.873,296.808,296.854,313.713,296.578,296.578,301.855,-9.41081,0.772558,90.8954,9
1086.47,289.68,79.873,79.873,79.8872,79.8872,67.1098,66.5901,100.432,97.3931,67.0066,89.9477,312.707,295.653,295.676,312.939,296.04,296.04,300.139,-9.39833,0.836885,93.2083,10
1165.5,284.335,79.3848,79.3848,79.4051,79.4052,65.2442,65.7412,110.659,109.222,67.0415,88.5763,311.855,294.735,294.747,312.41,295.666,295.666,298.824,-9.84378,0.89523,95.1266,11
1002.99,280.476,78.8315,78.8315,78.8468,78.8468,62.2701,63.614,109.755,108.556,67.1187,87.5269,311.102,294.201,294.21,311.589,294.902,294.902,297.774,-9.78115,0.951118,96.8285,12
933.677,277.773,78.2219,78.2209,78.2313,78.2305,60.0972,61.7516,103.977,102.822,67.1524,86.5606,310.464,293.795,293.804,310.763,294.179,294.179,296.861,-9.66481,1.00685,98.3995,13
941.508,274.995,77.5438,77.543,77.5457,77.5451,58.362,60.1229,99.7969,98.6393,67.1691,85.6638,309.771,293.314,293.324,309.921,293.478,293.477,295.851,-9.49036,1.06057,99.8532,14
1030.41,271.6,76.9214,76.9202,76.9191,76.918,56.9528,58.5968,96.1714,94.9159,67.1781,85.2284,309.089,292.814,292.825,309.022,292.755,292.754,294.794,-8.9859,1.11278,101.168,15
1103.36,267.571,76.4678,76.4662,76.4629,76.4615,55.9787,57.4402,93.6798,92.5108,67.185,83.3865,308.531,292.438,292.449,308.464,292.352,292.351,293.967,-9.83873,1.16502,102.438,16
1075.56,265.008,76.0914,76.0903,76.0884,76.0875,54.8065,56.0138,84.3221,82.1587,67.1919,84.8343,307.442,291.529,291.546,307.35,291.396,291.395,291.957,-7.63719,1.21413,103.563,17
1021.89,262.156,75.7225,75.7239,75.7208,75.7222,53.3266,54.3625,75.0015,72.1239,67.1991,84.8916,306.902,291.181,291.206,306.834,291.067,291.067,291.091,-7.05441,1.26472,104.663,18
1011.82,259.845,75.3905,75.3919,75.3869,75.3884,51.798,52.7094,67.8884,64.1795,67.2065,84.7198,306.539,291.027,291.057,306.474,290.907,290.907,290.749,-6.82207,1.31213,105.683,19
1033.74,257.829,75.0614,75.0629,75.057,75.0588,50.3454,51.0857,65.8414,59.613,67.2139,85.311,306.012,290.703,290.757,305.816,290.578,290.578,290.065,-5.84666,1.35723,106.595,20
1048.99,255.533,74.7533,74.7556,74.7504,74.7528,48.8365,49.4806,60.3781,50.5336,67.2217,86.3908,305.553,290.349,290.42,305.365,290.281,290.281,289.289,-4.58082,1.40169,107.47,21
