hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
851.009,2405.8,72.9192,72.9192,72.8995,72.8995,78.3543,78.3464,115.854,112.966,67.0079,138.295,325.843,292.818,292.818,325.124,292.83,292.83,344.723,9.52576,0.0,43.734,1
850.666,2125.83,73.1043,73.1043,73.0388,73.0387,78.5304,78.3003,119.662,113.902,67.0078,120.585,324.157,292.906,292.9,324.161,292.837,292.837,343.991,0.0148519,0.104791,51.435,2
850.626,1915.71,74.952,74.952,74.9046,74.9041,78.7876,78.3614,119.662,115.559,67.0076,114.597,322.394,293.342,293.333,322.266,293.143,293.143,341.772,-2.32985,0.245871,59.7972,3
850.645,764.032,77.5162,77.5161,77.4735,77.473,76.5196,75.8636,119.662,117.353,67.0075,109.745,320.847,293.889,293.879,320.593,293.453,293.452,337.314,-4.24391,0.366646,67.2808,4
850.864,345.846,79.2111,79.211,79.161,79.1606,73.8084,72.9532,119.662,117.078,67.0073,105.35,319.377,294.634,294.62,319.054,293.857,293.857,330.57,-6.01105,0.479628,75.4919,5
851.408,332.462,80.1197,80.1196,80.0703,80.0702,72.231,70.8897,119.662,115.945,67.0072,100.806,317.749,295.887,295.864,317.415,294.729,294.729,321.961,-7.10578,0.579806,81.9334,6
853.56,320.91,80.436,80.4359,80.4103,80.4103,71.2272,69.4172,119.662,114.335,67.007,96.7423,316.331,297.698,297.644,315.914,295.749,295.75,309.748,-8.23191,0.668151,86.4972,7
861.68,309.483,80.261,80.2609,80.2526,80.2527,70.0414,68.4628,97.5086,87.2739,67.0069,93.2075,314.76,297.584,297.63,314.637,297.335,297.335,303.582,-8.98027,0.749205,89.9862,8
922.06,298.621,79.9377,79.9376,79.9425,79.9426,68.5901,67.6164,96.3895,88.0977,67.0068,90.6991,313.435,296.333,296.381,313.434,296.34,296.34,301.21,-9.36937,0.821063,92.71,9
1135.97,288.741,79.5217,79.5217,79.5399,79.54,66.891,66.625,103.163,100.144,67.0066,89.442,312.342,295.2,295.225,312.721,295.838,295.838,299.563,-9.53722,0.887009,94.9314,10
1106.25,283.711,78.9789,78.9789,78.996,79.0108,64.5809,65.5244,108.214,106.669,67.0413,87.6824,311.427,294.326,294.339,311.96,295.085,295.085,298.05,-10.0394,0.947868,96.8467,11
971.405,280.061,78.3589,78.3588,78.3667,78.3668,61.5367,62.9091,105.862,104.295,67.1185,86.3259,310.6,293.712,293.725,310.926,294.186,294.186,296.822,-10.0019,1.00684,98.5281,12
924.692,277.62,77.6384,77.6375,77.6425,77.6418,59.1101,60.5788,99.9975,98.0668,67.1522,85.4727,309.855,293.099,293.115,310.04,293.244,293.243,295.342,-9.75315,1.0651,100.102,13
959.325,273.288,76.8895,76.8888,76.8887,76.8882,56.9979,58.4548,94.28,91.8717,67.1691,85.3311,308.812,292.26,292.28,308.798,292.239,292.238,293.6,-8.63152,1.12298,101.561,14
1039.01,269.616,76.3198,76.3185,76.3181,76.317,55.0854,56.4368,84.8008,81.7224,67.1779,84.987,308.095,291.688,291.714,308.089,291.651,291.65,292.31,-8.17525,1.17847,102.917,15
1105.53,267.067,75.9764,75.9748,75.9767,75.9752,53.705,54.9573,80.8685,75.3254,67.1848,86.5844,307.479,291.39,291.439,307.488,291.417,291.417,291.7,-6.37166,1.23274,104.143,16
1097.04,264.405,75.6149,75.6138,75.6147,75.6138,52.5412,53.7446,70.6417,64.7329,67.1918,86.5654,306.937,291.058,291.107,306.994,291.08,291.08,290.815,-5.89183,1.28578,105.323,17
1047.33,262.345,75.2479,75.2493,75.2457,75.2472,50.9937,52.1192,66.3883,60.4888,67.1991,84.2771,306.325,290.556,290.609,306.277,290.54,290.54,289.928,-6.94529,1.3346,106.371,18
996.573,260.311,74.9013,74.903,74.9006,74.9023,49.3554,50.3682,66.5857,59.9013,67.2064,83.6173,305.949,290.26,290.324,305.841,290.258,290.258,289.322,-7.07818,1.37857,107.245,19
998.399,258.467,74.5931,74.5954,74.5889,74.5913,47.825,48.8053,65.9004,58.4246,67.2139,83.6703,305.462,289.983,290.053,305.481,290.026,290.026,288.79,-6.56887,1.42331,108.123,20
1021.57,256.179,74.3092,74.3118,74.2926,74.2961,46.2972,47.1356,54.9666,48.4683,67.2222,81.9711,305.006,289.649,289.711,304.636,289.527,289.527,287.925,-7.4271,1.46771,108.984,21
1017.81,254.676,74.1198,74.1199,74.042,74.0499,43.8622,45.2186,54.2359,0.0,67.23,79.557,305.885,289.608,290.266,303.854,288.914,288.915,287.017,-10.2631,1.5064,109.703,22
1047.87,252.503,73.8423,73.838,73.7749,73.774,42.2723,42.7843,49.269,0.145203,67.2375,74.1662,305.327,289.379,289.771,303.338,288.627,288.627,287.03,-14.3689,1.5397,110.26,23
1050.51,250.695,73.5295,73.5252,73.471,73.4702,40.716,41.4643,39.7886,37.162,67.2455,72.501,302.884,288.006,288.042,302.416,287.602,287.602,284.892,-13.4552,1.56451,110.643,24
1028.33,248.863,73.1485,73.1437,73.0729,73.0722,39.8196,40.5462,39.6187,35.3708,67.2535,70.7442,302.594,287.452,287.5,301.849,286.923,286.922,283.93,-14.8264,1.59042,111.023,25
1034.0,247.259,72.6472,72.6407,72.5005,72.5012,38.9141,39.4199,36.1841,31.6082,67.2616,67.1903,301.751,286.284,286.341,300.412,285.693,285.693,281.543,-17.5009,1.61524,111.383,26
1048.84,245.626,72.0971,72.0896,71.9084,71.9095,37.9088,38.2644,30.1376,23.0243,67.2695,67.0688,301.766,285.931,286.0,300.411,285.631,285.63,280.797,-17.6395,1.6396,111.728,27
1042.21,244.287,71.6137,71.6057,71.4117,71.4127,37.4098,37.7812,29.4463,8.64486,67.2775,66.9818,300.672,286.069,286.174,301.023,286.118,286.118,281.454,-16.986,1.66359,112.063,28
1079.5,242.354,71.0099,71.0027,70.8538,70.8538,37.4033,37.8906,26.9208,12.7578,67.2856,65.1031,301.077,285.601,285.736,301.448,285.584,285.584,280.623,-19.3672,1.68696,112.391,29
1033.88,241.146,70.3644,70.3576,70.2352,70.2342,36.6802,37.4711,25.9189,0.170433,67.2937,62.2077,299.62,283.409,283.729,299.181,283.287,283.287,276.474,-20.6811,1.7069,112.66,30
1039.24,239.512,69.7446,69.7393,69.6799,69.6775,36.6606,37.5516,26.7392,7.94386,67.3019,62.5319,298.997,283.71,283.889,298.759,283.736,283.736,277.514,-19.6986,1.72671,112.9,31
