hmi_RCSCT5_VALUE,hmi_RRCTP10_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSFT414_VALUE,hmi_RCSFT424_VALUE,hmi_RCSLT470_VALUE,hmi_RCSPT405_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT1734_VALUE,hmi_CTMPT1000A_VALUE,hmi_CTMTT60_VALUE,time
851.015,1822.13,73.0022,73.0022,72.9306,72.9305,78.3611,78.3393,119.662,114.062,67.0079,128.955,326.243,292.746,292.746,324.905,292.753,292.753,344.685,3.39881,0.00841557,44.1338,1
850.708,1358.72,73.8945,73.8946,73.7353,73.7349,78.8223,78.2861,119.662,109.992,67.0078,115.322,322.643,293.435,293.294,322.81,292.869,292.869,343.897,-2.2387,0.216259,57.5796,2
850.655,445.992,76.8438,76.8438,76.761,76.7605,77.8206,76.6448,119.662,113.404,67.0076,106.359,319.95,294.646,294.462,319.966,293.254,293.254,341.525,-5.84774,0.498417,72.7952,3
850.726,332.157,78.2905,78.2905,78.2554,78.2551,75.0589,73.0685,119.662,116.7,67.0075,99.4324,317.577,296.001,295.822,317.515,293.767,293.767,336.709,-7.78015,0.720151,84.9449,4
851.074,319.025,78.6434,78.6433,78.6303,78.6302,72.5052,70.5314,119.662,108.984,67.0073,93.9074,315.541,297.514,297.895,315.453,294.851,294.851,329.211,-9.29325,0.908437,94.3199,5
852.202,309.819,78.4869,78.4869,78.5312,78.5313,70.1854,68.9053,112.469,66.9475,67.0072,91.0513,314.354,296.56,296.771,314.125,296.515,296.515,317.549,-10.0432,1.05833,100.08,6
860.39,303.661,78.1094,78.1094,78.1739,78.174,67.5326,67.8842,105.233,68.4057,67.007,89.9913,313.586,295.366,295.627,313.412,296.096,296.096,303.118,-10.0144,1.1666,103.577,7
920.802,297.039,77.5255,77.5255,77.565,77.5651,64.7339,67.2927,119.662,119.662,67.0069,87.1912,311.987,275.915,283.845,312.165,294.772,294.773,298.625,-10.6023,1.24854,105.718,8
869.893,293.797,76.7933,76.7933,76.8055,76.8056,60.6308,65.231,75.7053,0.0,67.0068,83.2108,310.335,292.978,293.575,310.625,293.221,293.222,295.496,-12.0702,1.31745,107.369,9
976.971,290.997,76.1145,76.1141,76.1294,76.1295,57.0877,61.5195,41.6909,26.4755,67.0379,88.353,310.18,293.189,293.224,309.018,291.864,291.864,294.405,-7.77374,1.37636,108.556,10
